"OUT_Id"	"g406"	"g407"	"g408"	"g409"	"g410"	"g416"	"g417"	"g418"	"g419"	"g420"	"g426"	"g427"	"g428"	"g429"	"g430"	"g436"	"g437"	"g438"	"g439"	"g440"	"g446"	"g447"	"g448"	"g449"	"g450"	"superkingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"
"3427"	"OTU3436"	24327	15055	23594	48176	61655	24795	19191	7368	12235	20475	15143	4172	16344	12489	9644	5600	3303	8363	5219	4336	16923	37178	17500	14156	12325	"Bacteria"	"Chloroflexi"	NA	NA	NA	NA	"Unassigned"
"3428"	"OTU3437"	16480	4501	4219	22270	49550	6152	2045	5833	2168	4829	5408	3863	1542	4626	2178	0	2360	310	0	155	923	3733	0	6067	4582	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"3429"	"OTU3438"	4185	1552	2031	7726	6757	1119	0	154	619	386	1700	618	1850	4009	1089	2022	2674	2478	6294	3097	3231	4044	5885	1400	1264	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Unassigned"	"Unassigned"
"3430"	"OTU3439"	2093	5588	10625	4999	9009	5593	3775	2763	8363	10430	1236	618	3238	0	0	311	315	929	154	155	154	311	310	3889	790	"Bacteria"	"Chloroflexi"	"Chloroflexia"	NA	NA	NA	"uncultured_bacterium"
"3431"	"OTU3440"	6016	6984	2500	7045	1126	0	0	154	465	0	0	0	154	0	311	622	472	0	0	0	0	1089	3562	1556	0	"Bacteria"	"Bacteroidetes"	NA	NA	NA	NA	"Unassigned"
"3432"	"OTU3441"	0	1397	0	0	282	0	0	0	0	0	0	0	925	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	NA	"Unassigned"
"3433"	"OTU3442"	13602	1863	1406	3863	54617	6898	1258	307	2168	2318	155	0	0	0	0	0	0	310	0	4336	154	0	0	0	0	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"Phycisphaera"	"uncultured_bacterium"
"3434"	"OTU3443"	262	310	0	2272	1126	1678	2045	1228	3717	1159	0	927	1388	1542	778	1400	315	0	1689	1084	308	311	310	0	632	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	NA	"Unassigned"
"3435"	"OTU3444"	2354	1863	3750	9544	8446	6525	315	307	2168	3091	0	309	154	0	0	0	0	619	0	155	0	0	0	0	0	"Bacteria"	"Chloroflexi"	"Thermomicrobia"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"3436"	"OTU3445"	4709	776	1250	4318	12669	50522	3618	614	3097	13714	4945	773	3238	5551	2022	1867	4404	7434	1228	774	11385	9489	5575	8244	13115	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	NA	"Unassigned"
"3437"	"OTU3446"	523	155	0	0	0	186	0	307	155	0	0	0	0	308	467	0	157	0	0	0	0	1244	774	0	474	"Bacteria"	"Armatimonadetes"	NA	NA	NA	"Armatimonadetes_gp4"	"Unassigned"
"3438"	"OTU3447"	4709	1086	312	1818	1971	746	0	154	0	0	155	618	154	2159	467	0	0	774	0	0	5692	9489	12699	9022	7901	"Bacteria"	"Chloroflexi"	NA	NA	NA	NA	"Unassigned"
"3439"	"OTU3448"	0	1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"3440"	"OTU3449"	0	776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3267	158	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Unassigned"	"Unassigned"	"Unassigned"
"3441"	"OTU3450"	11771	931	625	5681	16610	20507	157	614	619	4443	7726	4945	3238	1696	10733	622	157	774	0	0	8923	5600	5111	16489	12641	"Bacteria"	"Bacteroidetes"	NA	NA	NA	NA	"Unassigned"
"3442"	"OTU3451"	0	776	625	0	0	0	0	0	0	0	0	0	771	0	156	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Chloroflexi"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"3443"	"OTU3452"	1308	931	312	2954	845	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"Kallotenuaceae"	"Kallotenue"	"Unassigned"
"3444"	"OTU3453"	6540	2173	156	5908	9009	4288	5663	1689	465	386	8808	15607	9405	8789	6533	2022	4090	2478	1535	3097	2000	1556	465	4511	2212	"Bacteria"	"Chloroflexi"	"Caldilineae"	"Caldilineales"	"Caldilineaceae"	"Litorilinea"	"uncultured_Litorilinea_sp."
"3445"	"OTU3454"	1831	2949	2500	4318	9854	1119	787	461	155	1159	0	0	308	154	0	0	0	155	0	0	462	0	465	0	0	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Unassigned"	"Unassigned"
"3446"	"OTU3455"	7586	1863	0	2500	12669	11186	5820	4145	2478	4443	2936	4636	1388	5396	1400	311	1573	310	0	465	5077	2644	1858	1556	2212	"Bacteria"	"Planctomycetes"	"Planctomycetia"	NA	NA	NA	"uncultured_bacterium"
"3447"	"OTU3456"	1570	310	0	909	0	1305	2517	461	3872	1932	0	0	0	0	0	0	0	155	461	155	154	0	0	0	0	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp3"	NA	NA	"Gp3"	"uncultured_Holophaga_sp."
"3448"	"OTU3457"	523	2949	625	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"3449"	"OTU3458"	38715	1863	312	3181	19426	1119	315	154	2633	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	NA	NA	NA	NA	NA	"uncultured_Bacteroidetes/Chlorobi_group_bacterium"
"3450"	"OTU3459"	6540	1242	1562	5681	10135	559	0	0	0	579	4481	10971	10639	154	467	311	0	0	0	0	769	0	0	156	632	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Gemmatimonas"	"Unassigned"
"3451"	"OTU3460"	262	310	0	0	282	186	0	0	155	193	0	618	2467	0	1711	311	0	0	0	0	0	622	0	156	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiales"	"Iamiaceae"	"Unassigned"	"Unassigned"
"3452"	"OTU3461"	0	466	937	0	282	0	0	154	155	579	773	0	154	0	0	0	0	0	0	0	0	311	0	0	474	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Unassigned"	"Unassigned"
"3453"	"OTU3462"	3139	2173	1094	682	5068	5034	0	0	0	1932	1700	4018	5705	771	778	156	157	155	0	0	1231	1244	310	933	0	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Unassigned"	"Unassigned"
"3454"	"OTU3463"	785	466	0	0	1408	3542	7708	768	6814	193	0	0	154	0	156	311	157	1239	1689	2323	1231	156	0	156	158	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"3455"	"OTU3464"	38715	4035	5625	55448	53209	107383	15573	2917	2478	23951	24570	2318	2467	37004	28000	10267	24382	8053	5219	4956	45538	66733	28186	30178	45192	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Polyangiaceae"	NA	"uncultured_Myxococcales_bacterium"
"3456"	"OTU3465"	6801	466	2031	3863	9291	2610	2517	307	465	2318	464	1391	2467	154	467	156	0	155	0	0	1231	1867	0	1400	1264	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Zavarzinella"	"Unassigned"
"3457"	"OTU3466"	2093	1086	5938	2272	5068	2237	1573	154	310	2897	6645	10353	20815	2621	2956	2333	315	465	154	0	2000	1244	310	1400	1264	"Bacteria"	"Chloroflexi"	"Chloroflexia"	NA	NA	NA	"Unassigned"
"3458"	"OTU3467"	0	155	0	0	0	186	1416	768	0	193	0	0	0	1542	0	3422	0	465	5373	3562	462	2333	774	0	158	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Unassigned"	"Unassigned"	"Unassigned"
"3459"	"OTU3468"	785	3725	469	1591	14921	6525	315	768	0	1159	8499	6336	10022	1542	3578	311	944	465	0	155	1692	1244	465	3422	2686	"Bacteria"	"Chloroflexi"	NA	NA	NA	NA	"Chloroflexi_bacterium_JEA33"
"3460"	"OTU3469"	4709	2483	3594	11817	20552	3542	1730	307	155	1932	1082	4172	925	1079	467	0	0	0	0	0	1846	311	310	2022	2844	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Unassigned"	"Unassigned"
"3461"	"OTU3470"	3401	2173	1719	3181	3941	2051	0	0	0	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Saprospiraceae"	NA	"uncultured_Devosia_sp."
"3462"	"OTU3471"	1570	3570	156	5681	6757	5034	315	307	1704	386	155	0	0	0	156	156	0	155	0	155	0	156	0	0	0	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Unassigned"	"Unassigned"
"3463"	"OTU3472"	262	1242	312	0	2252	559	0	0	774	579	1082	618	0	771	0	622	472	774	307	155	1538	1244	1549	0	158	"Bacteria"	"Chloroflexi"	"Thermomicrobia"	"Sphaerobacterales"	"Sphaerobacteraceae"	NA	"Unassigned"
"3464"	"OTU3473"	5232	5588	33281	11817	845	6525	11011	4605	8827	14487	6799	4945	19890	12335	5444	19133	53798	36704	21798	92456	41538	22400	18739	14156	18172	"Archaea"	"Thaumarchaeota"	NA	"Nitrososphaerales"	"Nitrososphaeraceae"	"Nitrososphaera"	"uncultured_Nitrososphaera_sp."
"3465"	"OTU3474"	0	1552	625	909	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiaceae"	"Unassigned"	"Unassigned"
"3466"	"OTU3475"	785	310	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Unassigned"	"Unassigned"
"3467"	"OTU3476"	5232	1552	937	5908	8446	1305	0	0	0	2511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Unassigned"	"Unassigned"
"3468"	"OTU3477"	27466	4501	2656	15907	5068	1678	30517	921	4491	1932	1236	927	5705	154	1089	6844	3618	774	1535	3562	154	156	1394	622	790	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micromonosporaceae"	"Unassigned"	"Unassigned"
"3469"	"OTU3478"	523	931	156	682	1971	186	157	307	465	386	927	1545	0	154	311	0	0	0	0	0	0	622	0	0	0	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Unassigned"	"Unassigned"	"Unassigned"
"3470"	"OTU3479"	0	4656	1562	3636	3941	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	NA	"Clostridium_sp._6-69"
"3471"	"OTU3480"	0	776	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	NA	NA	NA	NA	NA	"Unassigned"
"3472"	"OTU3481"	0	466	469	2272	0	0	0	0	0	0	0	773	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Adhaeribacter"	"Unassigned"
"3473"	"OTU3482"	34268	6984	1250	60674	35473	9881	787	5987	1858	10430	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	NA	"Unassigned"
"3474"	"OTU3483"	0	4035	312	0	282	0	157	0	0	966	7263	3245	617	0	311	0	0	0	0	0	0	0	465	778	1106	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Sporocytophaga"	"uncultured_bacterium"
"3475"	"OTU3484"	8894	3104	10781	8635	23649	2237	157	461	774	1352	773	1082	3392	617	2956	1867	787	619	307	1084	615	1556	310	1400	1738	"Bacteria"	"Actinobacteria"	NA	NA	NA	NA	"uncultured_Rubrobacteridae_bacterium"
"3476"	"OTU3485"	262	310	0	1136	282	0	0	0	155	0	464	618	1233	0	0	311	0	0	0	0	0	0	0	1867	0	"Bacteria"	"Chloroflexi"	"Caldilineae"	"Caldilineales"	"Caldilineaceae"	"Litorilinea"	"Unassigned"
"3477"	"OTU3486"	0	2018	4688	5681	2252	186	315	0	619	0	773	1545	771	771	311	0	0	0	0	0	0	0	0	311	0	"Bacteria"	"Armatimonadetes"	NA	NA	NA	"Armatimonadetes_gp5"	"Unassigned"
"3478"	"OTU3487"	4185	2483	1094	3636	21959	3542	0	0	774	3863	309	309	2159	0	622	0	0	0	0	0	154	0	0	622	158	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	NA	NA	"uncultured_Maricaulis_sp."
"3479"	"OTU3488"	523	2018	1250	3181	4223	1119	787	461	155	579	309	309	1542	0	622	0	0	0	0	0	0	0	1084	156	1106	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"3480"	"OTU3489"	523	1863	937	1818	0	4101	1573	307	5575	1159	0	0	0	0	933	3267	1258	465	1075	1239	0	0	0	0	0	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Thermogutta"	"uncultured_bacterium"
"3481"	"OTU3490"	5493	3104	4375	9090	18018	7084	157	0	310	4443	2472	1700	2159	2159	0	156	157	155	0	155	1846	2489	465	3422	9955	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Haliangiaceae"	"Haliangium"	"Unassigned"
"3482"	"OTU3491"	3662	1863	3438	1136	2252	746	0	0	155	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Segetibacter"	"Unassigned"
"3483"	"OTU3492"	7324	4656	2812	13635	2815	2051	0	0	155	0	1854	1545	771	617	933	0	0	0	0	0	0	311	1084	622	474	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp4"	NA	NA	"Gp4"	"Unassigned"
"3484"	"OTU3493"	1308	155	0	0	1408	2796	787	3224	310	4056	0	0	0	617	0	0	0	155	0	0	9077	4356	1394	622	474	"Bacteria"	NA	NA	NA	NA	NA	"Unassigned"
"3485"	"OTU3494"	262	1086	156	0	0	0	157	0	0	193	0	0	308	0	622	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Chloroflexi"	"Caldilineae"	"Caldilineales"	"Caldilineaceae"	"Litorilinea"	"Unassigned"
"3486"	"OTU3495"	6540	2794	1094	9544	6475	1119	629	0	0	3863	309	155	617	154	0	0	0	155	0	0	0	0	310	311	0	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Unassigned"	"Unassigned"
"3487"	"OTU3496"	262	310	937	227	0	0	0	154	0	1159	0	0	0	0	0	0	0	0	0	0	0	0	310	311	0	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Cryomorphaceae"	"Fluviicola"	"Unassigned"
"3488"	"OTU3497"	2093	155	625	7726	14077	559	0	154	774	966	1700	1391	2004	6938	3578	0	944	155	0	155	615	9644	1084	1400	6637	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Nannocystaceae"	"Nannocystis"	"Nannocystis_pusilla"
"3489"	"OTU3498"	523	1397	0	0	0	0	0	0	310	0	0	0	0	0	0	311	157	0	0	0	0	0	0	0	158	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Thermoactinomycetaceae_1"	"Geothermomicrobium"	"Unassigned"
"3490"	"OTU3499"	523	2328	781	2954	5912	2610	0	154	0	193	309	618	154	308	156	0	0	0	0	155	615	0	0	933	2370	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"3491"	"OTU3500"	1308	1242	0	0	0	0	0	0	0	0	0	155	0	617	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Cyanobacteria/Chloroplast"	"Cyanobacteria"	NA	"Unassigned"	"Unassigned"	"Unassigned"
"3492"	"OTU3501"	0	1242	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"3493"	"OTU3502"	9155	2173	1875	909	282	1119	472	307	155	193	1545	3863	12026	2313	1556	778	472	155	0	0	462	156	310	1867	1738	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Pirellula"	"Unassigned"
"3494"	"OTU3503"	9155	3570	0	6590	5912	3729	1573	1382	774	2897	0	0	154	154	0	0	787	155	154	465	462	467	774	311	158	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	NA	"Unassigned"
"3495"	"OTU3504"	2354	1086	312	8408	1126	0	0	0	155	0	309	0	154	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Unassigned"	"Unassigned"	"Unassigned"
"3496"	"OTU3505"	2877	2018	625	1818	2815	186	0	0	310	5215	0	0	2004	617	156	0	0	0	0	155	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Craurococcus"	"uncultured_bacterium"
"3497"	"OTU3506"	3401	2794	7656	2272	2815	2796	944	0	0	4443	1082	155	7247	154	156	156	629	619	307	465	308	311	310	933	2212	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micromonosporaceae"	"Unassigned"	"Unassigned"
"3498"	"OTU3507"	2354	776	625	909	4223	3169	157	614	310	0	0	0	1850	0	311	311	0	0	0	619	462	0	774	1400	632	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Zavarzinella"	"Unassigned"
"3499"	"OTU3508"	3662	4501	3906	15225	2815	186	157	461	465	1932	155	155	4317	1542	622	311	472	0	154	155	154	311	1084	0	790	"Bacteria"	"Chloroflexi"	NA	NA	NA	NA	"uncultured_sludge_bacterium_A31"
"3500"	"OTU3509"	785	2483	781	3181	7601	3169	1101	1535	465	2511	155	155	154	308	1244	0	944	155	154	465	1692	1089	1858	933	2054	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Haliangiaceae"	"Haliangium"	"Unassigned"
"3501"	"OTU3510"	5493	2328	937	1818	1971	3729	1888	1535	155	386	309	2009	1542	1079	311	0	157	0	0	0	2615	622	0	1244	1738	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Polyangiaceae"	"Unassigned"	"Unassigned"
"3502"	"OTU3511"	1046	2949	2656	227	2252	6525	787	2149	1858	966	1082	2781	2159	925	2178	0	472	619	461	155	1692	1711	2942	2800	4740	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	NA	NA	NA	"Bacteriovoracaceae_bacterium_enrichment_culture_clone_MRBiofilm-S-10H"
"3503"	"OTU3512"	262	2173	1250	0	4223	746	0	0	0	1159	1545	2318	1233	0	622	0	0	0	0	0	308	0	0	0	1106	"Bacteria"	"Chloroflexi"	NA	NA	NA	NA	"Unassigned"
"3504"	"OTU3513"	2354	3104	625	5681	10698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Gemmatimonas"	"Unassigned"
"3505"	"OTU3514"	8371	2794	3438	7726	5631	3729	1730	921	3252	2511	2163	2009	1388	154	156	0	157	155	0	155	154	622	310	0	2212	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"3506"	"OTU3515"	1308	1397	1562	909	1408	0	0	0	0	0	155	155	308	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"3507"	"OTU3516"	4185	4346	1250	4999	8446	0	0	0	310	0	309	1700	308	0	622	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Unassigned"	"Unassigned"
"3508"	"OTU3517"	7848	2173	0	5681	17455	49217	14787	30241	4646	11010	8499	4018	13106	11101	15556	2956	5191	7279	3377	774	13846	10267	14558	13689	19910	"Bacteria"	"Planctomycetes"	"Planctomycetia"	NA	NA	NA	"Unassigned"
"3509"	"OTU3518"	1046	1863	1250	682	3941	0	0	0	0	579	1236	4636	8326	617	0	0	0	465	0	0	0	0	0	0	0	"Bacteria"	"Chloroflexi"	"Thermomicrobia"	"Sphaerobacterales"	"Sphaerobacteraceae"	NA	"uncultured_Sphaerobacteraceae_bacterium"
"3510"	"OTU3519"	0	155	0	0	0	559	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiales"	"Unassigned"	"Unassigned"	"Unassigned"
"3511"	"OTU3520"	0	155	1406	227	282	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	154	0	0	0	0	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	"Unassigned"
"3512"	"OTU3521"	1046	310	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Paenibacillaceae_1"	"Paenibacillus"	"Unassigned"
"3513"	"OTU3522"	0	466	0	0	0	0	1416	0	0	0	0	0	0	0	0	0	0	0	0	1549	0	0	0	0	0	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	NA	"Unassigned"
"3514"	"OTU3523"	4185	1397	1094	4545	11543	10626	2517	1382	619	2897	1236	0	154	771	311	0	0	0	0	0	0	778	0	156	0	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	NA	"uncultured_sludge_bacterium_A40"
"3515"	"OTU3524"	1046	7761	10469	3863	2815	186	157	154	155	1932	1082	309	4009	0	622	0	0	155	0	0	0	0	0	622	158	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Cryptosporangiaceae"	"Cryptosporangium"	"Cryptosporangium_japonicum"
"3516"	"OTU3525"	9155	3104	2031	12953	30968	18270	5663	6294	1704	12555	16998	12362	14031	22974	13689	4200	7079	4336	1842	465	23231	13844	14558	15867	17698	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Unassigned"	"Unassigned"
"3517"	"OTU3526"	3139	1086	0	227	1408	746	472	0	155	4056	1082	0	617	0	311	0	0	0	0	0	462	467	310	778	158	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Unassigned"	"Unassigned"
"3518"	"OTU3527"	0	776	625	682	845	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"3519"	"OTU3528"	1046	931	1875	682	1408	2610	1573	921	1549	1932	2627	309	1388	8789	2178	3733	6292	2942	1228	8208	10462	5756	14248	18044	17223	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Haliangiaceae"	"Haliangium"	"Unassigned"
"3520"	"OTU3529"	1831	931	312	5227	845	1119	157	307	310	579	773	155	2775	154	778	0	0	0	0	0	0	0	0	156	0	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Unassigned"	"Unassigned"
"3521"	"OTU3530"	523	1552	312	3181	1971	0	0	0	465	0	155	309	154	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"3522"	"OTU3531"	523	1242	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"3523"	"OTU3532"	1570	2018	2812	10226	1971	2610	1888	921	4027	4443	4790	1700	6630	4934	778	3422	2045	2942	1382	619	1692	8089	2942	5133	4740	"Bacteria"	"Chloroflexi"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"3524"	"OTU3533"	0	1242	1719	682	0	0	157	0	465	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	"Bacteria"	"Armatimonadetes"	NA	NA	NA	"Armatimonadetes_gp4"	"uncultured_Armatimonadetes_bacterium"
"3525"	"OTU3534"	2354	776	1719	4545	1126	208800	3618	1842	929	11976	7417	2009	4009	1079	13533	933	2989	2323	461	155	5846	2644	4027	18511	7585	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacteriales"	"Enterobacteriaceae"	"Salmonella"	"Salmonella_enterica"
"3526"	"OTU3535"	2877	1863	3594	15907	9291	559	0	0	310	1352	773	0	771	0	156	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Rhodothermaceae"	"Unassigned"	"Unassigned"
"3527"	"OTU3536"	2093	2949	3594	15225	2815	24795	2674	921	3097	1932	2472	2318	2004	1079	9489	0	472	0	0	0	154	1244	310	49467	5214	"Bacteria"	"Bacteroidetes"	NA	NA	NA	NA	"uncultured_gold_mine_bacterium_D28"
"3528"	"OTU3537"	0	2794	469	682	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Bacteroidetes"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"3529"	"OTU3538"	2354	2949	469	0	0	559	0	307	1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Unassigned"	"Unassigned"	"Unassigned"
