OTU_Id	g411	g412	g413	g414	g415	g421	g422	g423	g424	g425	g431	g432	g433	g434	g435	g441	g442	g443	g444	g445	g451	g452	g453	g454	g455	g406	g407	g408	g409	g410	g416	g417	g418	g419	g420	g426	g427	g428	g429	g430	g436	g437	g438	g439	g440	g446	g447	g448	g449	g450
OTU13328	0	0	307	0	0	310	52	315	0	0	0	0	0	0	154	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	474
OTU13329	0	0	154	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	157	0	0	0	0	0	0	308	0	156	0	0	0	0	154	0	0	622	158
OTU1333	2173	7450	1689	7982	17696	1084	364	1730	948	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3139	8381	3906	3181	0	559	157	921	929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13330	0	0	154	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13331	0	0	154	0	0	0	0	0	0	0	0	629	0	472	0	0	0	418	0	0	0	465	206	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
OTU13332	0	0	154	0	0	155	0	0	0	0	0	0	0	0	308	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	1305	0	154	0	966	0	0	0	617	0	0	0	0	0	0	0	467	465	0	632
OTU13333	0	0	307	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	103	0	381	0	0	0	0	0	186	0	0	0	1932	0	0	0	0	0	0	0	155	0	0	0	0	310	0	0
OTU13334	0	0	307	307	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13335	0	0	768	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0
OTU13336	0	0	307	0	0	155	0	157	0	0	0	157	0	0	0	311	155	0	52	0	1556	2323	155	364	3811	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	155	461	0	308	156	310	311	474
OTU13337	0	0	1382	0	0	0	416	944	474	0	465	157	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13338	0	0	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13339	0	0	921	307	0	0	0	0	316	309	0	0	308	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1678	0	0	774	1159	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
OTU1334	2483	3415	1382	5066	4541	2942	9510	15416	10429	22097	1549	2517	1077	157	923	0	103	0	0	0	467	310	52	0	508	19096	7605	6094	18634	23367	58725	70787	53882	66128	134244	8190	8190	26211	617	622	0	157	0	154	155	0	311	774	1556	2212
OTU13340	0	0	154	0	0	0	0	0	0	0	0	0	154	0	0	259	0	157	0	0	0	619	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	155	0	0	0	0	0
OTU13341	0	0	307	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13342	0	0	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13343	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13344	0	0	307	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13345	0	0	154	0	0	619	104	157	0	309	310	787	0	0	0	52	103	0	0	0	311	465	0	0	0	0	0	0	0	0	1119	629	1535	0	2897	1236	155	0	308	311	0	315	0	0	0	1231	4044	1858	2022	158
OTU13346	0	0	307	0	1096	0	0	0	0	309	0	0	0	0	0	52	0	0	0	0	156	0	0	0	0	0	0	0	0	0	559	0	0	0	0	155	0	0	154	0	0	0	0	0	0	0	311	465	311	158
OTU13347	0	0	154	0	0	0	0	0	0	0	0	157	0	0	0	52	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	617	308	622	0	157	155	0	0	0	0	0	0	0
OTU13348	0	0	614	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13349	0	0	154	0	157	0	0	0	0	0	155	157	0	0	0	0	0	0	0	0	0	0	0	364	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
OTU1335	0	1086	154	0	0	0	0	0	0	309	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1570	1552	5156	7726	4786	186	0	0	0	579	0	618	617	0	0	0	0	0	0	0	154	0	0	156	0
OTU13350	0	0	154	0	783	1394	572	629	948	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2237	315	0	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13351	0	0	2303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13352	0	0	154	0	0	0	0	0	158	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	461	0	0	0	0	156	0
OTU13353	0	0	154	0	0	2168	572	3933	0	2781	41504	14944	2923	2360	615	4096	1707	261	0	9074	1556	619	0	520	2033	0	0	0	0	0	746	2045	1689	0	1545	309	0	154	0	0	1089	5663	155	2149	11305	1077	156	0	0	0
OTU13354	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13355	0	0	614	0	0	310	52	157	0	0	0	157	615	472	0	0	0	0	0	0	0	0	0	0	762	0	0	0	0	0	0	1258	614	0	0	0	0	0	154	0	0	157	0	0	310	0	0	0	0	0
OTU13356	0	0	154	614	313	619	520	157	0	0	0	315	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8389	2202	154	0	0	0	0	0	308	0	0	0	0	0	0	0	156	0	0	158
OTU13357	0	0	614	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	1089	0	0	0
OTU13358	0	0	307	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13359	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	762	0	0	0	0	0	1305	0	0	0	0	0	0	0	0	0	0	0	619	0	0	0	0	0	0	0
OTU1336	155	0	0	0	0	0	104	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	523	1397	0	909	3378	1678	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0
OTU13360	0	0	154	0	0	0	0	0	948	4018	0	0	0	0	0	0	0	0	0	0	311	0	155	104	1143	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0	0	0	0	0	0	462	0	0	156	0
OTU13361	0	0	921	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13362	0	0	1535	0	0	155	0	0	1264	7263	4491	2517	0	629	0	1815	259	1148	467	2385	0	1084	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0
OTU13363	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13364	0	0	614	0	0	0	0	0	0	0	619	315	1692	4719	0	0	155	261	260	1659	0	2633	361	156	1016	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	622	0
OTU13365	0	0	307	0	0	0	52	944	158	0	0	0	0	157	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	186	1258	0	0	0	0	0	0	0	0	0	0	0	0	0	308	311	774	0	0
OTU13366	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13367	0	0	307	0	313	1549	104	0	0	464	3872	787	0	3618	2769	0	0	0	0	778	0	929	52	364	254	0	0	0	0	0	13050	1101	307	155	3284	6645	3400	925	925	7156	0	629	155	0	0	3385	10267	2942	11978	18172
OTU13368	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	311	0	0	0	0	0	0	0	0	0	0
OTU13369	0	0	154	0	0	0	52	3146	1896	2627	155	0	0	0	0	104	0	0	0	104	0	155	0	0	0	0	0	0	0	0	0	629	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
OTU1337	621	2483	1996	1075	1723	1084	1143	7865	790	3863	619	0	0	0	0	52	259	0	0	622	0	0	0	104	254	523	3725	625	2500	0	1305	1416	768	1549	2511	0	0	0	154	0	0	787	155	0	0	0	0	0	0	0
OTU13370	0	0	307	0	0	155	52	157	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	0
OTU13371	0	0	307	0	0	0	0	0	0	0	0	0	0	157	0	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13372	0	0	154	0	157	2168	260	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2045	1382	1239	386	0	0	0	0	311	0	0	0	0	0	308	0	0	0	0
OTU13373	0	0	154	0	0	0	52	315	0	773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2610	944	461	1239	3091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13374	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13375	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13376	0	0	154	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13377	0	0	768	921	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13378	0	0	154	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13379	0	0	154	154	0	5111	624	315	158	1700	155	157	0	315	154	415	0	0	0	0	1867	929	0	104	3430	0	0	0	0	0	16592	1416	307	465	5602	0	0	0	925	0	467	157	310	768	0	1846	3267	1394	778	474
OTU1338	0	310	614	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	7450	2812	4318	0	0	157	0	619	0	1236	0	925	0	0	0	0	0	0	0	0	0	0	0	158
OTU13380	0	0	154	614	157	310	0	0	158	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13381	0	0	154	154	0	619	0	0	0	773	0	629	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0
OTU13382	0	0	154	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13383	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13384	0	0	154	0	0	0	0	157	0	0	0	0	0	0	0	0	0	365	0	0	156	619	0	0	381	0	0	0	0	0	1305	0	461	0	0	0	0	0	154	0	311	157	465	154	0	154	311	0	156	0
OTU13385	0	0	614	0	0	465	52	0	0	155	155	472	154	472	308	259	155	0	0	778	2800	1394	155	104	1525	0	0	0	0	0	3169	0	0	0	0	0	155	0	2930	622	311	944	1084	307	155	3077	4978	465	0	2054
OTU13386	0	0	154	0	0	0	208	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1119	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6844	0	622	158
OTU13387	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13388	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	315	0	0	0	0	0	0	0	0
OTU13389	0	0	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1339	4346	1707	921	7215	2975	8982	2339	629	2370	2936	2633	157	308	2045	1692	207	466	157	0	985	1556	774	103	0	635	26159	14745	6250	7726	36881	22185	8337	6908	11615	12555	2936	2163	2467	4780	2644	1711	2989	1549	461	155	9846	7933	2633	3267	4740
OTU13390	0	0	154	0	0	0	0	0	0	0	155	0	0	157	0	52	0	0	0	0	0	155	0	104	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13391	0	0	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	311	0	0	0	0	0	615	622	1394	622	474
OTU13392	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13393	0	0	154	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13394	0	0	614	0	0	0	883	157	0	464	0	315	0	0	0	207	362	678	208	259	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13395	0	0	614	0	157	155	0	0	0	0	0	315	0	0	0	52	0	365	0	104	0	0	0	0	0	0	0	0	0	0	1119	315	461	0	193	155	0	0	0	0	0	0	0	0	0	0	156	0	156	632
OTU13396	0	0	154	0	0	0	0	0	0	155	155	1888	0	34292	1385	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	15660	2989	154	0	1545	155	927	1542	308	28311	0	0	155	0	0	0	0	0	0	0
OTU13397	0	0	307	0	313	0	0	0	0	155	465	0	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929	0	0	0	0	0
OTU13398	0	0	307	0	0	155	0	0	0	0	774	315	0	787	154	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2627	2163	2467	154	0	0	0	0	0	0	0	0	0	622	1106
OTU13399	0	0	307	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU134	11641	36940	5680	8596	53714	8673	3014	10382	474	8035	66593	30360	6308	23438	37385	1815	4760	992	52	5081	19289	11925	3816	1561	4192	165845	75743	25781	27724	316723	108129	31461	6140	3252	33609	202892	209073	64912	34383	33444	7467	8494	7434	2303	1239	15692	22711	35774	89911	81377
OTU1340	2794	5277	614	2303	6577	17965	14967	25169	22280	16534	27876	9281	5231	12584	15846	1193	2069	1253	260	1659	10422	7898	825	1770	2033	22758	33060	42188	67946	10698	75317	90135	77522	83783	104691	56247	62892	103458	33612	31267	6844	11483	10686	4912	3562	8308	6844	18274	23178	26704
OTU13400	0	0	307	0	0	155	104	157	0	0	0	0	0	0	0	52	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13401	0	0	154	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	155	0	0	127	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
OTU13402	0	0	154	0	0	0	208	472	0	618	0	0	308	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	559	157	154	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13403	0	0	307	0	0	155	0	0	0	0	0	629	0	0	1846	0	0	52	0	104	311	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	155	0	925	622	0	157	3407	0	155	154	2333	1394	933	2686
OTU13404	0	0	154	154	157	0	0	0	0	618	0	157	0	1258	154	104	621	0	0	778	2800	619	155	729	381	0	0	0	0	0	0	0	154	0	0	0	0	0	2621	0	933	1730	0	461	155	0	0	0	0	0
OTU13405	0	0	307	0	0	0	0	0	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13406	0	0	154	0	157	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13407	0	0	307	0	157	1394	52	8337	1896	10662	28960	11326	1385	5034	0	3733	2949	16753	208	11667	311	26947	17532	9212	6225	0	0	0	0	0	0	787	0	1239	386	155	0	0	0	0	311	157	0	0	6659	0	0	0	0	0
OTU13408	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13409	0	0	307	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1341	4191	5743	12127	12741	8926	17345	1923	4247	12325	18852	465	315	615	0	462	0	0	0	0	0	156	0	0	0	0	19096	2018	7500	87716	72354	70284	5034	3991	10066	45006	464	2936	3392	1388	0	0	0	774	0	0	0	311	0	622	1580
OTU13410	0	0	307	0	0	0	52	315	0	309	310	0	308	0	0	0	259	0	0	0	0	0	0	104	0	0	0	0	0	0	559	0	154	0	0	0	0	0	0	0	0	0	0	154	465	0	0	0	0	0
OTU13411	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13412	0	0	307	154	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13413	0	0	154	0	783	0	0	0	0	0	0	0	154	157	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13414	0	0	154	0	0	155	0	472	0	0	0	0	0	0	0	104	0	0	0	0	311	619	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0
OTU13415	0	0	307	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	103	260	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	474
OTU13416	0	0	614	0	0	0	0	0	0	0	0	0	0	0	0	311	0	52	0	0	0	310	52	0	254	0	0	0	0	0	3169	0	0	0	193	0	0	0	0	0	0	157	465	0	465	615	156	0	156	632
OTU13417	0	0	154	0	0	465	260	0	158	0	0	0	0	0	308	52	0	0	0	0	311	155	0	0	1652	0	0	0	0	0	186	3775	2149	1239	966	0	0	0	0	0	0	315	929	0	155	0	622	0	311	0
OTU13418	0	0	307	0	157	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13419	0	0	154	0	0	0	0	0	0	0	0	0	0	787	0	0	0	1044	0	0	0	1084	1753	8900	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1342	1552	3415	1382	6601	5324	5111	1143	1730	1106	5099	4646	2674	2615	4719	6462	519	724	157	156	622	1556	2478	155	833	254	8109	6053	5000	11589	25056	10254	3146	2456	4801	11783	6645	5099	9868	2004	5756	933	2360	774	1075	1239	2000	4200	1394	2178	4582
OTU13420	0	0	307	0	0	465	0	157	790	155	0	157	0	2360	4308	1037	1035	2870	1661	1141	63000	73097	361	833	29220	0	0	0	0	0	0	472	0	0	0	0	0	0	2313	156	2178	4562	72788	8750	155	2000	8867	4801	0	2686
OTU13421	0	0	307	307	0	0	0	0	0	0	0	315	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13422	0	0	154	0	0	0	572	0	0	0	0	787	0	1101	462	2178	0	365	363	0	778	10996	516	989	889	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	1711	0	0	5066	2323	0	0	0	0	0
OTU13423	0	0	154	0	0	0	0	0	0	0	0	157	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13424	0	0	154	0	0	0	0	157	0	0	0	0	154	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13425	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	155	154	0	465	0	0
OTU13426	0	0	154	0	0	619	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	157	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13427	0	0	768	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	778	0	0	0	0	0	0	774	0	0
OTU13428	0	0	154	0	0	155	0	0	0	0	310	0	0	315	154	0	0	52	0	0	0	310	258	104	381	0	0	0	0	0	0	315	0	0	0	0	0	0	0	311	0	0	155	0	0	0	0	0	0	0
OTU13429	0	0	154	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	155	154	0	0	0	0	156	0
OTU1343	27472	33991	4759	48816	54810	9602	520	787	2054	4481	10996	5348	1692	7236	24462	1452	1604	1044	363	1141	34689	16106	1392	1770	20200	144133	28869	9219	99760	289977	64504	7393	4145	2013	42108	17770	7726	10022	11410	25511	9022	6607	16571	2456	1549	37846	58333	20133	38422	38397
OTU13430	0	0	154	0	0	0	0	0	0	0	155	157	308	0	0	52	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	157	0	0	0	462	0	310	0	790
OTU13431	0	0	307	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
OTU13432	0	0	154	0	0	0	0	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13433	0	0	154	0	0	619	624	629	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	746	3303	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474
OTU13434	0	0	154	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	157	154	0	0	0	0	0	0	156	0	0	0	0	0	0	311	0	0	158
OTU13435	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13436	0	0	154	0	0	1394	208	0	0	1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4661	1258	921	155	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13437	0	0	154	0	0	0	0	157	0	309	0	0	0	0	154	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	186	0	768	0	386	155	0	0	0	0	0	0	155	0	0	462	1556	774	778	0
OTU13438	0	0	154	768	313	1239	0	1573	316	309	0	0	0	0	0	0	103	0	0	0	0	310	52	0	0	0	0	0	0	0	0	787	154	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13439	0	0	154	0	0	310	0	0	0	309	155	157	154	2045	3538	52	0	0	260	104	2022	5111	0	729	29728	0	0	0	0	0	0	0	0	0	0	0	0	308	771	0	2178	157	1084	768	0	1692	778	1549	778	0
OTU1344	0	0	0	0	940	0	104	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	931	0	0	0	0	1730	1075	0	193	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0
