OTU_Id	g411	g412	g413	g414	g415	g421	g422	g423	g424	g425	g431	g432	g433	g434	g435	g441	g442	g443	g444	g445	g451	g452	g453	g454	g455	g406	g407	g408	g409	g410	g416	g417	g418	g419	g420	g426	g427	g428	g429	g430	g436	g437	g438	g439	g440	g446	g447	g448	g449	g450
OTU1	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	3401	5277	2812	2272	2252	0	315	0	0	0	155	0	0	1388	0	0	0	0	0	0	0	0	0	0	0
OTU10	0	0	0	0	0	155	0	787	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	254	1308	1086	312	682	845	0	157	154	0	193	0	155	308	154	0	156	0	0	154	0	0	0	0	0	0
OTU100	4191	6829	1382	4298	2819	619	1767	629	474	309	1549	1573	615	5191	462	0	103	0	0	0	0	310	0	0	0	34791	26075	28438	39995	25901	9321	315	0	3562	5215	3091	8344	20352	1079	1089	156	0	0	154	0	923	2178	1084	1556	1738
OTU1000	1552	12727	921	3684	7204	929	1143	629	1106	2163	2013	2517	2154	157	1538	0	517	418	0	259	0	155	0	260	127	42638	27627	28438	35905	43074	8762	5034	2149	310	17191	1082	5563	4934	0	933	0	315	155	154	0	308	1089	0	0	1738
OTU10000	155	466	768	154	626	0	0	0	0	0	310	0	154	0	154	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10001	310	0	2763	614	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10002	4812	5588	1535	921	7204	2323	1611	0	1106	1545	7124	5978	2615	3933	4308	3163	3880	6524	7838	7778	8089	7743	1031	1978	11053	0	0	1719	0	282	0	157	0	0	0	1236	2627	4471	4009	2333	1867	3146	4491	1075	8982	3692	11044	11305	13378	13115
OTU10003	310	155	614	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10004	931	466	0	0	313	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10005	466	0	0	0	626	465	208	787	0	0	0	0	0	0	0	0	0	0	0	259	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10006	310	155	0	768	0	0	0	0	0	155	0	0	0	2517	615	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	921	0	0	0	0	0	0
OTU10007	155	0	0	0	0	0	52	1258	0	155	155	0	0	0	154	0	0	0	0	0	0	0	0	156	0	0	0	0	1591	0	1305	0	614	0	7533	1236	0	0	154	622	311	0	465	0	0	923	467	1394	2178	5530
OTU10008	3570	4035	0	0	3915	465	0	157	158	0	10066	16831	3385	2831	0	4356	828	10229	2180	2800	0	310	1598	156	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	11615	0	0	0	0	0
OTU10009	310	466	1382	2917	3602	310	0	0	0	1236	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1001	0	3104	2303	1996	1096	0	0	787	0	0	465	157	308	1258	923	52	0	0	0	0	0	0	0	0	0	7848	15676	17188	7272	5912	559	157	0	310	386	1082	618	1233	154	156	467	157	929	0	0	154	0	310	1556	3792
OTU10010	310	1086	0	0	783	310	0	0	1106	155	0	157	0	157	462	0	0	0	0	0	0	0	0	0	0	0	0	156	227	0	0	0	0	0	0	0	0	0	0	778	0	157	310	0	0	0	467	310	0	632
OTU10011	310	155	0	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10012	931	621	921	1535	313	929	0	0	0	0	155	157	0	315	0	104	0	209	0	622	3422	465	155	520	2287	0	0	0	0	0	186	0	0	310	0	0	0	0	617	311	156	472	2323	3070	0	2000	622	2478	778	790
OTU10013	776	0	0	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10014	776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10015	310	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0
OTU10016	10089	5277	3377	1075	4698	43363	572	13685	10587	50375	1084	2989	154	0	615	1193	103	157	156	2644	1867	12080	2991	3279	0	0	0	0	0	0	3169	1730	0	3872	2511	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
OTU10017	8226	3415	0	768	5324	1704	0	0	0	618	0	472	308	5191	0	0	0	0	156	0	0	0	0	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	154	0	0	0	0
OTU10018	466	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	104	254	0	0	0	0	0	0	157	0	0	193	0	0	0	0	0	0	0	0	0	0	769	311	0	0	0
OTU10019	466	0	0	0	0	465	0	0	0	464	310	315	0	0	0	0	0	0	0	0	311	310	0	0	0	0	0	0	0	0	0	157	154	310	0	0	0	154	771	0	0	1258	310	0	0	0	0	0	0	158
OTU1002	3104	6984	3377	17039	9866	7124	5041	5506	2212	4945	9757	8180	2769	12112	42462	311	2483	365	52	1659	4200	3872	309	1405	1906	7848	3880	2812	21588	57432	28896	19348	5987	3097	16225	14216	2163	9559	17269	9489	3889	6449	2168	1075	2013	9231	9644	7743	5444	10903
OTU10020	3725	3104	154	921	2819	1704	104	15730	2844	8808	929	157	615	2517	769	5911	259	365	1246	1763	622	6350	3094	2602	254	0	0	0	0	0	186	1101	0	465	0	0	0	0	0	0	156	0	0	461	0	0	0	0	0	0
OTU10021	3880	466	0	1996	10022	67367	8107	46247	3002	16998	4801	12584	22615	18247	16615	24526	2846	1461	779	5237	14000	33606	8095	3695	4065	0	0	156	682	282	38591	36652	6754	16416	3670	1545	0	0	45022	4822	2800	15730	15487	11820	2788	3692	21311	5111	4822	4108
OTU10022	310	0	0	1075	0	0	0	0	0	0	0	0	0	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10023	20488	23126	1535	154	28031	2478	28946	0	0	0	0	0	0	3618	0	1141	0	3653	208	104	156	1239	5363	1197	0	0	0	0	0	282	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10024	310	466	0	1075	626	155	0	0	158	0	0	0	154	0	462	0	155	0	52	0	0	0	0	104	0	0	0	0	682	845	0	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10025	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10026	2949	0	0	0	1409	0	0	0	0	0	155	315	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929	0	0	0	0	0
OTU10027	2173	466	0	0	1723	12854	4053	5820	3318	2781	3097	2674	0	2360	3385	259	362	365	0	363	778	1394	567	0	0	0	0	156	0	0	7457	17146	5219	7898	3284	6026	8962	10485	2775	5289	156	472	465	614	465	2308	156	1394	1867	632
OTU10028	466	0	0	154	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10029	3570	3259	0	0	1879	310	1923	0	0	0	0	0	0	472	0	52	0	0	0	0	0	0	0	260	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1003	26541	32129	10899	37763	32103	5265	2442	1573	1422	7263	25398	16202	7538	20764	10615	104	1397	678	0	1504	2178	310	413	1197	1016	325150	87228	75156	247469	423705	109434	5820	1842	12389	50607	73554	85298	91894	17731	18511	4667	1573	1084	307	0	2154	8089	6969	15867	21016
OTU10030	310	0	1535	1382	157	465	0	0	1738	4018	0	0	0	0	0	52	0	0	0	622	0	0	0	104	0	0	0	0	0	0	186	0	0	310	579	0	0	0	0	0	0	0	0	0	0	462	0	0	311	158
OTU10031	310	0	0	0	0	0	572	14944	2686	1236	1704	0	0	0	0	207	0	157	0	985	0	310	103	0	0	0	0	0	0	0	0	0	0	155	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10032	310	0	0	0	157	929	0	0	0	155	0	157	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	282	186	157	0	0	1159	0	0	0	0	0	0	0	0	0	0	462	467	774	0	0
OTU10033	2949	1086	1689	1075	1566	310	6184	787	1422	1391	0	0	1077	315	0	104	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10034	1552	0	0	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10035	310	1863	0	307	0	0	52	0	0	0	0	0	462	157	154	0	0	52	156	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	155	0	0	0	0	0
OTU10036	466	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10037	776	0	0	0	1566	1394	15226	629	316	309	15177	23910	16923	36809	64769	23385	11537	9864	2699	12963	51178	175465	5208	15094	276189	0	0	0	227	0	559	315	154	155	386	2318	0	617	88965	1089	28622	40584	122810	102083	43053	1846	3422	1394	156	0
OTU10038	2173	2639	2149	307	3758	1239	208	157	316	927	774	315	1077	315	1846	363	0	0	0	0	156	1239	103	833	635	0	0	156	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	307	1084	0	156	0	0	0
OTU10039	310	0	0	0	0	155	0	0	0	773	0	0	0	0	0	0	0	0	0	0	467	310	0	104	127	0	0	0	0	0	2237	157	0	0	3091	0	0	0	0	0	0	0	155	0	155	615	10889	310	4511	6953
OTU1004	0	310	0	1075	626	310	416	315	790	1082	0	157	0	0	0	52	103	157	52	0	0	0	0	0	0	0	1086	1875	2272	4223	746	315	461	619	193	0	1082	1233	0	0	0	0	155	0	0	308	622	0	0	474
OTU10040	931	621	3531	2149	1723	0	52	0	158	2936	1084	1258	308	3146	1231	311	103	261	52	0	3733	3872	567	156	9655	0	0	0	682	0	0	0	0	0	0	0	0	154	1079	156	0	3618	2013	461	2168	0	156	1394	156	0
OTU10041	155	0	0	0	0	0	0	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10042	466	13814	16272	0	8300	1549	52	157	19594	41413	8208	6764	462	315	923	259	0	52	0	519	467	310	206	364	0	0	0	2031	227	0	746	0	0	7124	7147	0	0	0	0	0	0	0	0	154	8053	0	0	0	0	0
OTU10043	1863	155	307	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10044	2173	1397	2303	921	3758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10045	310	0	0	768	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10046	1242	155	0	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	193	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0
OTU10047	466	0	0	0	157	0	208	0	0	464	310	157	154	472	154	0	259	0	52	0	156	310	0	364	635	0	0	0	682	282	0	629	1075	310	579	927	155	0	3546	467	622	1888	310	0	0	615	1556	1394	311	3318
OTU10048	3570	466	154	2149	0	2788	1715	2989	790	2009	0	787	0	157	7385	415	724	2192	52	622	0	0	52	0	0	0	0	0	0	0	4101	12427	4912	5420	0	0	0	0	1388	0	1400	472	7588	154	2323	0	0	0	0	0
OTU10049	1707	0	0	0	1723	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1005	2173	7916	1075	1382	2975	0	0	0	0	309	155	157	0	157	0	0	0	0	0	0	0	0	0	0	0	8632	11951	9688	19770	8164	746	0	0	155	579	927	618	1850	0	0	0	0	0	0	0	0	0	0	0	0
OTU10050	1863	931	0	0	1566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10051	5432	931	0	0	1566	0	0	0	0	0	929	3775	1231	2517	923	570	103	678	363	104	0	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
OTU10052	466	621	5219	2610	2819	0	0	0	0	0	0	0	615	0	0	0	0	0	0	0	0	0	0	156	0	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10053	155	931	614	614	783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10054	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10055	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10056	310	0	307	154	0	0	0	0	316	773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10057	310	0	0	0	626	310	52	157	0	309	0	0	0	315	462	0	0	0	0	0	0	0	103	0	0	0	0	0	909	845	2237	315	461	465	193	155	0	0	154	0	0	157	0	0	155	0	2333	0	778	0
OTU10058	621	1086	154	0	1096	155	0	315	1264	2009	1549	2517	462	629	0	415	103	2192	52	519	0	155	52	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	2168	0	0	0	0	0
OTU10059	466	0	614	0	157	155	52	0	0	309	0	157	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1006	1552	14279	4912	13202	8613	1084	104	2202	474	1391	19049	5506	2000	9124	6000	259	2587	1253	52	985	2489	1394	155	260	0	32698	16452	37500	41131	108953	19575	157	461	2013	8113	61038	77108	19427	5242	18356	1089	2989	1394	0	155	16923	12756	9912	16022	26388
OTU10060	5898	1707	1996	2610	6264	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10061	2483	621	0	0	1566	0	0	0	0	0	2323	1573	7231	2045	308	0	259	0	0	14933	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	0	0	787	0	0	8827	0	0	0	0	0
OTU10062	621	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0
OTU10063	310	0	0	0	626	619	1507	3146	316	309	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	7830	5034	21798	465	16418	0	0	308	308	156	0	0	0	0	0	1231	156	0	311	158
OTU10064	1397	1242	0	614	1566	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
OTU10065	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10066	5432	2018	0	0	1566	4027	4313	2202	2844	1391	1549	8180	1538	9438	1692	4563	2742	1722	260	104	0	10996	3558	5465	0	0	0	0	909	0	1678	29101	0	155	1159	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
OTU10067	2173	466	154	307	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10068	776	0	0	0	0	310	52	0	0	464	155	157	0	0	308	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2610	0	0	155	386	464	0	0	771	156	0	157	0	0	0	8769	778	0	0	1264
OTU10069	931	155	0	0	313	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	310	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774	0	0	0	0	0
OTU1007	155	0	0	614	783	619	0	157	0	0	1704	787	0	2674	3846	1141	724	365	571	1919	24733	6504	155	1770	17151	523	1397	312	682	3378	2796	0	154	0	193	1545	0	308	2313	1400	3267	944	2942	5833	929	3692	5911	3252	2644	2054
OTU10070	931	155	2149	0	626	929	52	2045	158	309	0	0	0	1101	462	415	103	52	0	259	622	0	0	104	635	0	0	0	0	0	0	787	0	774	0	0	0	0	2004	0	0	0	0	307	1549	0	0	0	0	0
OTU10071	5898	1086	307	307	5638	3097	0	472	4582	3863	1084	0	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	774	0	0	0	0	0
OTU10072	310	0	0	307	157	14867	728	157	158	0	155	157	154	787	308	0	0	0	0	0	156	4801	52	364	1016	0	0	0	227	0	9321	0	0	0	0	0	309	0	0	156	0	0	155	921	155	0	467	0	156	158
OTU10073	155	0	921	614	157	0	0	0	0	0	0	0	0	0	769	0	0	0	0	104	5911	155	0	0	127	0	0	0	1591	2815	746	0	0	0	193	0	0	0	308	156	0	157	0	461	310	462	311	310	2022	1264
OTU10074	2018	14900	1996	154	4228	0	1351	0	0	0	0	0	0	472	0	674	621	0	156	0	311	2478	6549	104	0	0	0	0	0	282	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
OTU10075	466	1707	0	0	783	0	260	0	0	0	929	0	0	1416	0	52	155	209	0	0	0	310	155	0	0	0	0	0	0	0	0	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10076	310	0	921	154	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	1136	845	0	472	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10077	155	25299	0	0	0	5730	0	0	0	309	0	0	0	629	1385	0	0	0	0	0	0	310	0	104	0	0	0	0	0	1126	7830	157	154	310	193	464	0	0	154	1089	0	0	0	0	0	0	0	1084	1556	1580
OTU10078	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0
OTU10079	466	931	768	614	1566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1008	310	155	0	768	1566	155	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13079	2173	3750	9544	3097	2610	0	0	0	579	0	0	154	0	0	0	0	0	0	155	0	0	0	0	0
OTU10080	466	0	0	0	0	155	52	0	0	618	155	0	0	315	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1971	9694	944	768	0	4829	1236	0	308	0	0	156	0	0	0	0	769	0	0	156	474
OTU10081	1552	2483	2149	15351	3915	929	260	1101	1264	773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1562	2500	1408	559	1416	1535	4027	19702	309	1082	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10082	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10083	310	1086	0	0	313	155	0	0	0	0	0	0	0	0	0	0	0	1618	52	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10084	466	0	0	0	0	0	0	0	0	0	1549	1573	0	2989	769	259	0	0	0	259	0	619	1959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	310	0	0	0	0	0
OTU10085	1863	466	0	0	2819	0	0	0	0	0	929	157	0	157	0	104	0	209	52	363	0	310	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0
OTU10086	310	155	921	0	0	0	0	0	316	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10087	310	0	0	0	626	0	0	157	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10088	1242	0	0	768	313	0	0	0	0	155	5885	1101	1538	1258	308	0	103	0	156	778	467	3562	0	156	3176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	307	310	0	0	0	156	474
OTU10089	466	0	0	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1009	931	1863	154	2303	3132	2013	208	2045	474	4172	310	157	0	1573	0	519	362	52	0	519	0	310	0	0	381	6801	1397	1250	8635	7320	4101	4404	1228	929	5408	464	1082	925	0	311	467	0	0	0	0	0	1556	1394	0	632
OTU10090	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2318	0	0	0	0	0	0	787	0	0	0	0	0	0	0	0
OTU10091	3415	3104	4605	5373	7360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10092	310	155	614	2149	1096	0	104	2360	0	0	155	157	0	0	0	0	155	626	0	0	311	5575	464	729	381	0	0	0	0	845	0	7393	0	0	0	155	0	0	0	0	0	157	0	0	0	308	0	0	622	158
OTU10093	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10094	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10095	466	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	156	0	0	0	0	0	0	0	0	0
OTU10096	1242	1863	154	1075	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	311	0	0	0
OTU10097	310	0	0	0	0	0	0	0	0	0	155	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	617	0	0	0	0	0	0	0	0	0	0	0
OTU10098	466	0	0	307	313	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	104	0	0	0	0	1136	9291	186	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	778	0	156	158
OTU10099	1242	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU101	8847	46718	3531	15044	23020	7588	3274	2989	4108	12517	15332	5820	5077	5506	15077	104	1035	209	208	622	1400	619	155	104	508	95740	99180	94687	99306	168356	55929	11955	8289	6350	48482	14834	13753	49648	2159	6222	2489	944	2478	614	619	1692	2178	1394	4511	3318
OTU1010	310	0	307	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046	2173	469	682	282	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0
OTU10100	4191	2483	921	1535	6264	929	0	3146	4582	8035	2478	944	1231	787	615	3059	0	365	0	1919	0	465	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	1535	3407	0	0	0	0	0
OTU10101	466	0	0	0	0	310	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10102	310	155	4145	307	1566	155	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10103	2173	1242	2303	0	2349	19049	416	92180	11693	24260	2168	4876	462	472	1846	4978	259	52	52	2281	4200	22301	825	1093	635	0	0	0	0	0	186	3146	0	8827	1352	0	0	154	0	156	0	157	0	2456	2168	0	0	0	0	0
OTU10104	310	0	154	154	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10105	466	0	0	0	157	0	3222	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10106	7916	4501	768	768	8300	5730	572	629	316	1236	9137	11483	5231	2517	7077	415	1500	3601	0	2281	2022	5575	4074	13532	2287	0	0	0	227	2252	24422	1888	461	774	3863	3554	309	0	4163	6378	311	3775	9757	1228	7434	9231	13689	5111	9644	7585
