"OUT_Id"	"g411"	"g412"	"g413"	"g414"	"g415"	"g421"	"g422"	"g423"	"g424"	"g425"	"g431"	"g432"	"g433"	"g434"	"g435"	"g441"	"g442"	"g443"	"g444"	"g445"	"g451"	"g452"	"g453"	"g454"	"g455"
"8237"	"OTU8830"	0	0	0	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8238"	"OTU8831"	0	0	0	307	0	0	0	0	0	0	310	787	615	157	308	0	103	52	0	0	0	0	0	0	0
"8239"	"OTU8832"	466	155	1382	0	940	12854	364	8337	948	3400	9137	7551	4154	6764	8000	1711	931	1200	156	1919	16022	10376	567	1093	19819
"8240"	"OTU8833"	310	0	0	0	0	0	364	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8241"	"OTU8834"	0	0	0	0	157	0	0	0	316	0	310	0	0	0	0	0	155	0	0	0	0	0	0	0	0
"8242"	"OTU8835"	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0
"8243"	"OTU8836"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0
"8244"	"OTU8837"	0	0	0	0	0	0	0	0	948	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	254
"8245"	"OTU8838"	0	0	0	0	0	0	0	0	0	0	310	315	0	157	462	0	0	0	0	0	156	0	0	0	0
"8246"	"OTU8839"	0	0	0	0	0	929	0	472	0	309	0	157	0	315	615	0	0	0	0	0	2178	465	155	0	1143
"8247"	"OTU8840"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0
"8248"	"OTU8841"	0	0	0	0	0	0	0	629	0	0	0	0	615	0	615	104	0	0	156	0	467	465	413	0	381
"8249"	"OTU8844"	0	0	0	0	0	0	0	0	0	0	155	315	0	0	0	0	0	0	0	0	0	0	0	0	0
"8250"	"OTU8847"	0	0	307	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8251"	"OTU8848"	0	1707	0	4912	313	0	935	629	0	4636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8252"	"OTU8849"	1086	2018	3991	9057	4228	2478	1039	3303	1106	3554	0	472	0	0	0	0	0	0	0	104	0	0	0	0	0
"8253"	"OTU8850"	310	621	0	154	1409	929	52	0	3792	0	0	3303	0	1101	2000	0	0	0	0	0	0	310	0	156	0
"8254"	"OTU8851"	0	155	0	768	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8255"	"OTU8852"	0	0	0	0	157	310	0	0	0	0	0	0	0	472	154	0	0	0	0	0	0	0	0	104	0
"8256"	"OTU8854"	0	155	0	307	0	0	104	0	0	0	155	0	0	157	0	0	0	0	0	0	0	0	0	0	0
"8257"	"OTU8855"	0	0	154	0	157	0	0	0	0	155	155	0	0	629	0	104	0	0	0	104	0	0	0	156	0
"8258"	"OTU8856"	0	0	0	921	313	155	52	0	0	155	310	0	0	472	0	52	0	0	0	0	0	0	0	0	0
"8259"	"OTU8857"	0	0	0	0	0	0	0	0	0	0	465	0	1077	0	1231	104	155	0	0	0	0	0	0	0	0
"8260"	"OTU8859"	0	310	0	614	0	1239	883	157	474	1854	2168	21708	0	472	2462	52	0	0	0	0	2489	1394	155	1301	0
"8261"	"OTU8860"	310	0	0	0	0	7124	1039	472	3318	1700	0	472	0	0	154	0	0	0	0	0	311	0	0	0	0
"8262"	"OTU8861"	0	0	0	154	0	0	0	0	0	0	310	0	0	0	154	0	0	0	0	0	0	0	0	0	0
"8263"	"OTU8862"	0	0	154	0	0	10221	1351	6607	790	2009	16106	3618	1538	5506	9846	1037	5174	1722	52	4563	63000	28341	567	3071	55009
"8264"	"OTU8863"	0	0	0	0	157	2168	0	1101	158	0	0	157	154	0	2000	207	103	0	0	0	311	1549	52	104	254
"8265"	"OTU8864"	0	0	0	0	157	619	52	0	0	155	155	0	0	0	0	0	0	0	0	259	0	0	0	0	0
"8266"	"OTU8865"	0	0	0	0	313	0	0	157	0	0	774	157	154	315	0	0	0	0	0	0	778	310	0	104	127
"8267"	"OTU8866"	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8268"	"OTU8868"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	127
"8269"	"OTU8869"	0	0	0	921	157	0	0	0	0	0	774	157	0	1258	769	52	103	0	0	104	0	0	0	0	0
"8270"	"OTU8870"	0	0	0	0	0	0	0	0	0	0	310	629	0	629	462	0	0	0	0	0	156	0	52	0	0
"8271"	"OTU8871"	0	155	154	307	157	310	0	315	0	0	155	0	0	0	308	104	0	52	0	0	778	155	52	0	0
"8272"	"OTU8872"	310	0	0	1535	157	0	52	0	0	0	0	0	0	0	1692	0	0	0	0	0	311	619	0	156	254
"8273"	"OTU8873"	0	0	0	0	0	0	728	0	0	0	2323	0	154	472	154	311	0	0	0	0	0	0	0	0	0
"8274"	"OTU8874"	0	0	0	0	157	1084	0	0	0	0	774	472	4462	5034	7077	1089	0	0	208	0	4822	5420	516	5777	7877
"8275"	"OTU8875"	155	0	614	921	157	3562	52	944	316	618	619	157	0	315	1231	0	0	52	0	0	156	310	0	104	381
"8276"	"OTU8876"	0	155	154	307	157	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0
"8277"	"OTU8877"	0	0	0	0	0	0	0	157	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8278"	"OTU8878"	1707	155	614	1075	1723	3717	416	2360	1264	2627	619	1258	1077	3618	6000	415	724	209	882	622	5444	2633	155	260	4192
"8279"	"OTU8879"	0	0	307	307	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	311	0	0	0	0
"8280"	"OTU8880"	0	0	0	0	0	0	0	0	0	0	310	0	308	0	0	0	0	0	0	0	0	0	0	0	0
"8281"	"OTU8881"	0	0	154	154	0	0	572	157	0	618	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
"8282"	"OTU8883"	0	0	0	0	0	155	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8283"	"OTU8884"	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8284"	"OTU8885"	0	466	0	768	0	1084	104	629	0	464	0	0	0	157	0	0	259	0	0	0	0	0	0	0	0
"8285"	"OTU8887"	0	466	0	0	0	0	0	157	0	0	155	0	0	0	0	363	0	52	0	0	0	0	52	0	0
"8286"	"OTU8888"	621	155	0	0	1096	0	0	0	0	0	310	0	0	0	923	0	0	0	0	0	156	0	0	0	0
"8287"	"OTU8889"	0	0	0	154	0	1239	208	472	0	0	1084	1101	769	2517	2000	52	362	835	0	363	2333	1704	103	729	1906
"8288"	"OTU8890"	0	466	0	0	0	0	0	0	0	0	0	0	0	315	154	0	0	0	0	0	0	0	0	0	0
"8289"	"OTU8891"	13193	3259	2149	0	6264	155	48537	0	0	309	774	1101	2000	4876	0	10370	1190	6889	2128	622	0	310	1753	156	127
"8290"	"OTU8892"	0	0	154	0	157	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0
"8291"	"OTU8893"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	156	0	0	0	0	0	0
"8292"	"OTU8894"	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8293"	"OTU8895"	0	155	0	0	0	0	0	0	0	155	155	157	308	0	0	0	0	0	0	0	0	0	0	104	0
"8294"	"OTU8896"	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	52	0	0	0	0	0	0	0
"8295"	"OTU8897"	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0
"8296"	"OTU8898"	0	0	307	614	157	0	260	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8297"	"OTU8899"	0	0	0	0	0	0	0	0	1738	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0
"8298"	"OTU8901"	466	931	0	154	2192	465	0	0	158	309	155	0	308	157	462	0	103	0	0	0	467	465	103	104	0
"8299"	"OTU8903"	0	0	0	154	0	155	0	0	0	0	0	157	0	0	0	0	103	0	0	0	311	0	0	0	127
"8300"	"OTU8905"	0	0	154	0	0	310	883	157	0	155	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8301"	"OTU8906"	155	310	1075	0	1096	2013	0	629	1896	1236	4646	3146	5538	2045	1692	570	724	0	0	622	2022	3407	1238	3695	2541
"8302"	"OTU8907"	0	0	0	0	0	0	0	0	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8303"	"OTU8908"	0	0	0	768	626	0	0	629	0	0	0	0	0	0	0	0	155	0	0	0	467	465	0	0	508
"8304"	"OTU8910"	310	0	154	307	313	0	0	0	316	0	155	157	154	4876	3538	52	155	261	363	1141	2178	1704	103	0	3811
"8305"	"OTU8912"	155	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8306"	"OTU8913"	155	0	0	0	0	0	52	157	0	155	774	0	0	629	0	104	621	157	52	1659	0	2168	103	416	0
"8307"	"OTU8914"	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8308"	"OTU8915"	0	0	0	0	0	0	1039	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8309"	"OTU8916"	931	0	0	0	0	155	52	0	0	309	0	0	0	157	154	0	0	0	0	0	0	0	0	104	0
"8310"	"OTU8917"	0	0	0	1382	1096	0	104	0	158	155	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0
"8311"	"OTU8918"	0	0	0	0	157	465	520	315	0	309	6659	3146	2615	5191	11077	0	259	0	156	259	467	155	0	260	0
"8312"	"OTU8919"	155	0	0	1075	157	0	0	0	0	155	0	787	154	787	0	0	0	0	0	0	0	0	0	0	0
"8313"	"OTU8920"	0	155	0	0	0	0	106377	0	158	0	0	0	0	157	0	52	0	0	0	0	0	3097	0	0	0
"8314"	"OTU8921"	0	0	154	307	313	619	104	787	0	309	619	629	462	157	923	363	362	0	0	0	2178	1394	155	520	635
"8315"	"OTU8923"	0	0	307	921	783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8316"	"OTU8924"	466	0	0	0	0	619	0	1101	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8317"	"OTU8925"	155	0	0	307	0	0	52	0	0	155	929	787	0	157	0	0	155	0	0	0	0	0	0	0	0
"8318"	"OTU8926"	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8319"	"OTU8928"	0	0	0	1535	0	155	0	0	0	155	0	315	0	0	0	0	103	0	0	0	0	0	0	0	0
"8320"	"OTU8929"	155	0	154	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8321"	"OTU8930"	0	0	307	0	0	0	208	0	0	155	0	0	0	0	0	363	0	365	0	0	311	0	309	0	0
"8322"	"OTU8932"	0	0	0	0	0	0	0	157	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0
"8323"	"OTU8934"	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8324"	"OTU8935"	0	0	0	0	0	155	0	0	0	155	0	315	0	157	0	0	0	0	0	0	0	0	0	0	0
"8325"	"OTU8936"	3104	310	614	11206	2506	5730	520	1573	948	1236	1084	315	0	315	1231	207	466	0	0	881	467	619	155	885	1270
"8326"	"OTU8937"	1552	1086	4298	1535	5951	10221	4157	8337	3160	14371	1084	2674	2615	3146	2769	2281	3156	2296	52	1141	25822	2633	464	364	13339
"8327"	"OTU8938"	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8328"	"OTU8939"	155	310	154	1075	1409	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8329"	"OTU8941"	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8330"	"OTU8942"	0	0	307	0	0	0	0	0	0	0	0	315	0	472	769	0	0	52	0	0	1867	0	0	156	1143
"8331"	"OTU8943"	0	155	0	0	157	310	208	0	158	464	155	157	0	0	462	0	103	0	0	104	0	0	0	0	0
"8332"	"OTU8944"	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	104	0
"8333"	"OTU8945"	310	0	0	768	0	310	0	0	0	0	310	157	0	629	1385	311	724	418	52	259	6067	2013	0	364	635
"8334"	"OTU8946"	0	0	307	921	0	2323	1715	315	474	2472	0	0	0	157	0	0	0	0	0	0	156	619	0	0	127
"8335"	"OTU8948"	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8336"	"OTU8949"	0	0	0	0	0	155	75976	0	158	309	0	0	0	0	0	0	103	0	0	0	0	310	0	104	0
"8337"	"OTU8951"	0	0	0	0	0	619	0	0	0	309	0	0	0	0	769	0	103	0	0	0	933	0	0	0	0
"8338"	"OTU8952"	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8339"	"OTU8953"	310	0	768	921	157	1239	1507	157	948	1391	0	0	0	0	0	104	0	0	0	259	0	0	0	0	0
"8340"	"OTU8954"	0	0	0	154	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8341"	"OTU8956"	0	0	154	307	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8342"	"OTU8957"	310	1086	154	3224	1879	2013	0	0	0	309	619	157	769	1730	1692	519	155	52	0	259	2333	3407	155	416	4192
"8343"	"OTU8958"	0	0	0	0	157	465	260	0	0	309	2478	629	615	1258	769	0	103	0	0	0	622	619	0	0	127
"8344"	"OTU8959"	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	254
"8345"	"OTU8960"	0	621	0	0	626	0	0	0	0	0	0	157	615	0	154	104	0	0	0	0	0	0	0	0	127
"8346"	"OTU8962"	310	310	614	0	157	619	0	157	0	618	155	157	154	157	615	830	0	209	52	363	0	310	0	0	1652
"8347"	"OTU8963"	310	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	1394	0	0	0
"8348"	"OTU8964"	0	0	0	0	0	0	0	0	0	0	310	0	0	787	1846	0	155	0	0	0	156	155	0	0	0
"8349"	"OTU8965"	0	466	0	921	0	155	0	0	0	0	465	315	0	0	0	0	0	0	0	0	0	155	0	0	0
"8350"	"OTU8966"	0	0	0	0	0	0	11329	3461	0	0	619	0	0	157	1846	0	259	0	0	1763	0	155	206	0	254
"8351"	"OTU8967"	0	0	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	311	0	0	0	0
"8352"	"OTU8968"	0	466	0	307	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8353"	"OTU8969"	621	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8354"	"OTU8970"	155	310	0	0	0	0	0	0	0	0	7588	2674	1385	1101	0	3785	1759	7567	1194	4304	0	0	3558	0	0
"8355"	"OTU8971"	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8356"	"OTU8972"	0	0	0	307	157	0	0	0	0	0	310	0	0	157	0	0	0	0	0	0	0	0	0	0	0
"8357"	"OTU8973"	621	155	768	1382	940	465	416	0	0	0	0	0	0	0	0	52	0	52	52	0	0	0	0	0	0
"8358"	"OTU8974"	0	0	0	0	0	0	0	0	0	0	310	157	308	0	0	0	0	0	0	0	0	0	0	0	381
"8359"	"OTU8976"	0	155	307	0	0	0	624	944	1896	2781	929	157	308	472	769	311	828	52	156	0	0	310	258	0	0
"8360"	"OTU8977"	0	0	154	921	313	310	52	0	0	155	0	157	0	0	154	0	0	0	0	104	0	0	0	0	0
"8361"	"OTU8978"	0	0	0	0	626	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8362"	"OTU8979"	310	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8363"	"OTU8980"	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8364"	"OTU8981"	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8365"	"OTU8982"	466	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8366"	"OTU8983"	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8367"	"OTU8984"	0	0	0	0	0	0	0	0	0	309	0	0	0	0	154	0	0	0	0	0	0	0	0	0	127
"8368"	"OTU8985"	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8369"	"OTU8986"	0	310	0	0	0	0	0	0	0	0	155	0	0	315	0	0	0	0	0	0	0	0	0	0	0
"8370"	"OTU8987"	0	310	0	614	157	0	52	0	0	155	1704	157	0	0	0	104	0	0	0	0	0	0	52	104	0
"8371"	"OTU8989"	0	0	0	0	0	0	0	0	0	0	0	157	0	1730	154	0	0	0	0	0	0	0	0	0	0
"8372"	"OTU8990"	0	0	768	1689	0	465	0	315	316	0	0	0	0	629	615	0	0	0	0	0	156	1239	0	0	0
"8373"	"OTU8991"	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8374"	"OTU8992"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774	0	0	635
"8375"	"OTU8993"	0	0	0	0	0	310	208	0	0	464	0	472	0	157	0	0	0	0	0	0	311	155	0	0	254
"8376"	"OTU8994"	0	0	0	0	0	0	364	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0
"8377"	"OTU8995"	0	0	0	307	0	0	0	0	0	0	310	0	308	0	0	0	0	0	0	0	0	0	0	0	0
"8378"	"OTU8996"	310	621	0	1689	0	2323	0	1258	790	0	155	787	0	157	615	0	0	0	0	0	311	0	0	0	127
"8379"	"OTU8997"	0	0	0	307	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8380"	"OTU8998"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	103	0	0	0	0	0	0	0	0
"8381"	"OTU9001"	155	0	0	0	0	155	52	157	158	618	0	157	0	0	0	0	0	52	0	0	156	310	206	260	0
"8382"	"OTU9002"	931	0	0	0	0	0	0	315	0	0	0	315	0	1101	615	0	0	0	0	0	0	155	0	156	0
"8383"	"OTU9003"	0	0	0	0	0	0	0	944	0	0	619	0	0	315	0	0	103	0	0	0	156	0	103	0	381
"8384"	"OTU9005"	310	621	154	154	157	0	208	472	0	0	465	157	308	472	615	0	0	52	52	519	778	465	155	260	1016
"8385"	"OTU9006"	0	0	0	0	0	155	0	0	0	0	9912	315	308	2045	769	0	0	0	0	0	0	0	0	0	127
"8386"	"OTU9007"	0	0	0	0	0	0	0	0	0	309	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0
"8387"	"OTU9008"	0	0	0	0	313	0	0	1888	0	155	2478	157	0	0	308	0	0	0	0	0	0	0	0	0	0
"8388"	"OTU9009"	0	155	0	768	0	310	52	0	0	155	155	0	0	0	154	0	0	0	0	0	0	0	0	104	0
"8389"	"OTU9011"	0	0	0	154	0	0	0	315	0	0	155	0	0	0	154	0	0	0	0	0	0	310	155	104	0
"8390"	"OTU9012"	0	0	0	0	0	1394	0	0	0	309	0	0	0	0	1538	0	0	0	0	0	0	0	0	0	0
"8391"	"OTU9013"	0	0	0	0	0	155	104	157	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0
"8392"	"OTU9014"	0	0	0	0	0	0	19592	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8393"	"OTU9015"	0	0	0	154	157	21681	364	0	158	927	2323	157	0	6607	9846	0	0	0	0	0	1400	619	103	416	1016
"8394"	"OTU9016"	0	0	0	0	157	0	104	0	0	309	155	1101	462	315	2000	0	0	0	0	0	156	0	0	0	254
"8395"	"OTU9018"	0	1242	0	154	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8396"	"OTU9019"	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8397"	"OTU9020"	155	0	0	154	313	0	0	0	0	0	0	157	154	0	0	0	0	0	0	0	0	0	0	0	0
"8398"	"OTU9021"	0	0	0	0	0	155	0	0	0	309	774	157	0	787	769	0	0	0	0	0	0	0	0	0	0
"8399"	"OTU9022"	310	155	0	154	157	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8400"	"OTU9023"	0	0	0	0	0	0	0	157	0	0	0	0	0	0	462	0	259	0	0	0	778	310	258	0	0
"8401"	"OTU9024"	0	310	154	154	0	155	260	0	0	0	0	0	462	157	0	0	103	0	0	0	622	310	0	104	0
"8402"	"OTU9026"	155	0	0	614	157	0	104	2674	0	309	155	0	154	472	0	0	259	157	0	104	0	0	0	0	0
"8403"	"OTU9027"	0	0	0	154	626	0	104	157	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8404"	"OTU9028"	621	0	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8405"	"OTU9029"	0	0	154	0	157	0	52	157	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8406"	"OTU9030"	0	0	307	0	0	0	52	315	790	0	0	0	0	0	0	0	0	0	0	104	0	0	0	156	0
"8407"	"OTU9031"	155	0	0	1535	0	0	0	0	0	0	0	157	0	0	769	0	0	0	0	0	0	0	0	0	0
"8408"	"OTU9032"	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0
"8409"	"OTU9033"	0	0	154	0	0	0	0	0	0	0	0	0	0	315	1692	0	0	0	0	0	0	0	0	0	0
"8410"	"OTU9034"	1086	1397	768	2763	4541	44602	40846	26584	4108	14525	1704	2360	2000	4562	11231	5185	931	2035	882	4719	21000	21836	3145	3695	29728
"8411"	"OTU9035"	0	0	768	1075	783	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
"8412"	"OTU9036"	0	0	0	0	0	0	104	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8413"	"OTU9037"	1552	0	0	0	313	1394	572	472	0	0	0	0	1231	0	0	0	0	0	52	363	0	0	0	0	2033
"8414"	"OTU9038"	0	0	0	1382	0	155	104	157	0	309	774	0	0	315	154	52	0	0	0	0	0	0	0	0	0
"8415"	"OTU9039"	0	155	0	1535	313	0	0	0	0	309	0	157	154	0	0	0	0	0	0	0	0	0	0	0	0
"8416"	"OTU9040"	0	0	0	0	0	0	0	0	0	0	465	0	0	472	0	0	103	0	0	0	0	0	0	0	0
"8417"	"OTU9041"	0	0	0	154	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	156	0	0	0	0
"8418"	"OTU9042"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889
"8419"	"OTU9043"	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8420"	"OTU9044"	310	155	0	614	313	465	208	1101	1738	773	0	787	0	157	923	0	0	0	0	259	311	465	0	156	0
"8421"	"OTU9045"	1397	0	0	0	157	465	52	0	0	0	0	157	154	629	0	0	0	0	0	363	0	0	0	0	381
"8422"	"OTU9046"	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8423"	"OTU9047"	0	0	307	0	0	0	0	8337	0	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8424"	"OTU9048"	11486	16918	921	4452	12528	929	1611	1258	2686	12208	10531	5506	3077	315	0	4200	1397	5428	1038	9489	0	1704	21089	4216	254
"8425"	"OTU9049"	0	155	154	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8426"	"OTU9050"	0	0	0	0	0	0	0	157	0	0	0	157	0	315	769	52	0	0	0	0	0	155	0	0	0
"8427"	"OTU9052"	1397	2173	7982	1689	1723	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0
"8428"	"OTU9053"	0	466	154	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8429"	"OTU9054"	0	0	0	154	626	465	0	0	0	0	929	472	3692	787	1846	1296	2069	2401	0	519	156	619	361	416	635
"8430"	"OTU9055"	0	0	0	154	0	0	0	0	0	155	310	0	308	0	0	0	0	0	0	0	0	0	0	0	0
"8431"	"OTU9056"	0	0	0	614	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8432"	"OTU9057"	0	155	154	0	0	0	52	0	0	309	465	315	0	0	0	0	466	209	0	104	0	310	0	0	254
"8433"	"OTU9058"	310	0	0	614	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8434"	"OTU9059"	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8435"	"OTU9060"	310	0	0	0	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8436"	"OTU9061"	155	0	614	307	313	1084	0	0	0	773	155	0	0	0	0	52	0	0	0	0	0	0	0	0	0
"8437"	"OTU9062"	621	155	921	1996	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8438"	"OTU9063"	310	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8439"	"OTU9064"	0	0	0	0	0	0	0	0	0	155	2788	787	0	157	1385	0	0	0	0	0	0	929	0	0	0
"8440"	"OTU9066"	0	0	0	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8441"	"OTU9067"	155	0	0	0	313	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8442"	"OTU9068"	0	0	0	0	0	0	0	0	0	0	0	157	154	629	462	0	0	0	0	0	0	0	0	0	0
"8443"	"OTU9069"	0	0	0	154	0	2013	1455	1888	0	1082	0	0	0	157	769	0	0	0	0	0	0	0	0	0	0
"8444"	"OTU9070"	310	0	0	0	0	155	0	0	0	0	774	0	0	315	1385	0	0	0	0	0	156	0	0	0	0
"8445"	"OTU9071"	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8446"	"OTU9072"	155	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	467	0	0	0	0
"8447"	"OTU9073"	155	1707	307	2610	3132	0	0	0	0	0	619	944	154	1416	1385	207	0	0	0	104	0	0	0	0	0
"8448"	"OTU9074"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	155	0	0	0	0	0	0	0	0
"8449"	"OTU9075"	2173	931	307	5987	2975	5885	104	315	1422	464	7588	1101	462	3146	0	4926	1293	418	415	3681	0	3407	1702	5985	4065
"8450"	"OTU9076"	0	0	0	154	0	0	0	0	0	0	155	157	0	157	0	0	0	0	0	0	0	0	0	104	0
