"OUT_Id"	"g411"	"g412"	"g413"	"g414"	"g415"	"g421"	"g422"	"g423"	"g424"	"g425"	"g431"	"g432"	"g433"	"g434"	"g435"	"g441"	"g442"	"g443"	"g444"	"g445"	"g451"	"g452"	"g453"	"g454"	"g455"
"885"	"OTU911"	776	621	1535	1535	783	2323	104	629	316	0	4491	2045	615	1573	1231	207	103	52	0	0	311	619	52	0	1779
"886"	"OTU912"	14279	8537	7675	55263	25682	28341	3274	26427	1738	11435	11615	4247	2308	16674	23077	519	828	626	260	881	9178	8363	361	1197	4192
"887"	"OTU913"	4967	8537	2303	3684	8300	3872	2858	3933	4898	4481	26792	20607	9846	17775	8923	1141	3363	1566	363	1659	9644	5420	928	625	14102
"888"	"OTU914"	9313	26386	19649	17500	24743	98341	14447	36337	65576	159625	27721	11011	7538	13528	40000	778	4553	2140	0	1504	6067	8053	413	625	1143
"889"	"OTU915"	2173	7916	614	10285	7204	15177	6496	18404	10903	10353	29580	21236	13077	39798	51846	1296	21109	5375	415	5496	23022	13783	1959	9004	16261
"890"	"OTU916"	310	1863	0	3991	1723	2788	416	1573	0	927	0	629	154	0	154	104	0	0	0	0	0	0	0	104	0
"891"	"OTU917"	15366	38492	10746	27478	37584	18584	4417	16517	15327	27815	8673	6135	8308	4090	21692	519	3052	1357	52	622	4356	3252	1031	2186	3049
"892"	"OTU918"	0	310	154	0	0	310	0	0	0	0	0	787	0	0	1692	0	0	52	0	0	311	619	0	0	0
"893"	"OTU919"	0	0	0	0	0	155	52	0	0	0	0	157	0	0	0	0	0	0	0	0	311	0	0	104	0
"894"	"OTU920"	776	2794	1075	3684	3132	2013	104	2517	474	2472	310	157	615	157	769	0	0	0	0	363	311	929	52	0	254
"895"	"OTU921"	466	0	0	0	157	929	52	157	0	773	619	944	615	1573	1538	0	103	0	0	0	0	0	0	0	0
"896"	"OTU922"	1086	6364	2456	4298	4228	465	624	1573	790	1700	4646	1258	1692	787	6769	311	931	52	52	622	622	619	0	885	254
"897"	"OTU923"	45477	17228	19649	118202	70313	18584	1039	3303	5688	27969	294093	120337	58308	349685	392308	9126	33112	4175	1817	19600	272844	158274	17068	19205	70508
"898"	"OTU924"	7140	6364	3684	3991	8926	1084	104	315	1738	773	8518	11640	2615	31618	3077	0	1966	209	0	622	1556	1394	206	0	127
"899"	"OTU925"	155	1397	0	614	157	310	364	315	474	2472	1239	157	154	1730	2000	0	155	52	0	0	0	465	0	104	127
"900"	"OTU926"	39268	14435	4605	39452	26152	4027	2754	315	316	8499	2633	157	0	1416	1385	0	0	0	0	0	0	0	0	0	127
"901"	"OTU927"	18004	38492	22259	42829	36331	83009	12368	80225	35711	46049	65199	36494	21538	53011	86769	8659	15521	4906	2180	17267	94733	61173	2475	13220	105191
"902"	"OTU928"	70000	47494	6294	27478	63110	7588	52	54112	5530	4172	6040	3461	4615	11798	24308	415	517	574	831	8296	23489	12544	103	520	9274
"903"	"OTU929"	25455	20177	12588	54649	26779	55752	13252	30517	21174	35695	116925	52854	15692	58831	125385	2696	15831	4175	571	11667	75444	52035	2320	7287	56915
"904"	"OTU930"	310	155	0	921	2975	155	0	157	158	0	774	157	308	1416	3231	311	1190	209	0	104	311	310	52	104	127
"905"	"OTU931"	17539	52616	50811	98706	43065	59779	11069	50652	33973	44194	44292	48607	23231	26584	29538	1607	5381	3444	1038	10267	48689	28805	2578	8744	39129
"906"	"OTU932"	2173	8692	8289	12588	8926	7898	2027	11483	4108	10199	3872	2674	462	4719	6308	311	1086	678	52	985	9644	2788	0	833	6987
"907"	"OTU933"	466	310	0	307	1566	619	0	787	0	0	0	1101	0	157	1385	207	0	209	0	259	311	929	0	156	254
"908"	"OTU934"	1863	466	0	921	6734	310	0	157	158	155	929	0	154	0	769	0	0	0	0	104	0	0	0	0	0
"909"	"OTU935"	116718	255632	163487	179605	230201	21681	45783	5034	46772	159161	48628	43730	18923	13056	2000	19185	4449	13987	1557	21000	156	3872	4228	6402	1016
"910"	"OTU936"	1242	12727	4759	18882	9083	0	0	787	0	618	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"911"	"OTU937"	155	2639	154	768	1879	310	260	0	0	309	155	315	0	0	308	0	0	0	52	0	311	310	0	0	0
"912"	"OTU938"	2794	7450	4145	10592	4385	22920	3482	13371	6163	6336	3717	3775	1692	1573	4462	1089	259	574	0	1400	1711	2168	52	1197	8766
"913"	"OTU939"	1863	24368	3991	4912	13154	26482	8471	81483	21332	29978	6195	3461	2000	2360	4462	12807	9261	5062	21024	55793	622	61947	11602	2706	762
"914"	"OTU940"	776	2018	0	3838	2506	1549	260	0	948	309	1704	157	308	1888	3538	104	466	0	415	104	778	0	155	416	254
"915"	"OTU941"	0	466	614	154	626	0	0	0	0	155	0	0	0	0	615	0	0	0	0	0	0	0	0	0	0
"916"	"OTU942"	3415	5743	12127	5526	7673	27257	23177	23910	12325	7108	21991	14472	4462	29258	41385	2852	3156	1200	52	2541	60200	25863	1856	7495	27441
"917"	"OTU943"	931	1863	921	921	1566	310	0	157	0	309	774	0	0	157	462	0	155	0	0	104	0	155	0	0	0
"918"	"OTU944"	1397	11330	3377	6601	6734	465	208	629	316	0	4181	2202	615	629	1846	0	931	52	0	104	311	0	0	0	0
"919"	"OTU945"	8071	22506	6908	35000	23020	2942	624	1101	4424	2781	2478	4562	2923	629	4308	363	1086	574	0	985	156	2013	103	1093	254
"920"	"OTU946"	310	1707	768	2610	1409	2788	728	1573	2054	309	1084	787	615	0	769	0	0	0	0	0	0	0	103	0	0
"921"	"OTU947"	10865	5122	10132	15044	11275	11615	1195	5506	3634	6490	94779	74876	20000	85416	131538	13119	17694	8246	831	8970	376289	153164	5724	22120	326751
"922"	"OTU948"	21729	34922	11053	23026	25056	45376	44536	40584	13589	17770	4801	11955	3846	5506	3846	1815	1707	1827	415	5756	5911	2633	516	1093	8258
"923"	"OTU949"	621	310	921	3224	1879	155	416	315	0	1391	774	157	0	0	154	52	0	0	0	0	1244	155	0	0	1652
"924"	"OTU950"	1552	3570	3684	4298	1096	2323	208	944	2844	2627	1239	1730	154	1258	154	259	828	365	52	104	0	0	155	0	254
"925"	"OTU951"	621	6364	307	614	2975	0	52	472	316	155	155	629	1077	629	923	0	0	52	0	0	467	0	103	0	0
"926"	"OTU952"	0	155	0	0	313	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"927"	"OTU953"	3880	6364	1996	10592	10336	35000	10965	21236	14537	18543	15332	15573	5231	17618	34923	1815	3777	1409	415	2800	44489	44757	1186	7078	37858
"928"	"OTU955"	5277	7916	6601	21184	17539	48473	16578	23753	11219	21634	26482	15730	4000	12584	18615	1815	3570	887	467	3059	24889	8518	877	1770	20454
"929"	"OTU956"	310	1707	0	1382	2819	619	0	787	474	309	41814	9596	3077	8494	35846	1867	1500	1774	156	1141	1244	310	0	364	0
"930"	"OTU957"	17073	8692	28092	38070	24743	3252	21826	3618	3160	7263	6195	4404	1385	4247	2000	778	1086	1931	623	1504	6689	7588	3867	5881	3811
"931"	"OTU958"	23126	16608	11053	36228	20671	4646	6132	6921	3318	5408	9912	5663	2769	5978	7538	778	2639	835	52	4563	19444	10221	722	729	11434
"932"	"OTU959"	7295	21419	14123	16425	15034	6350	8471	2045	2844	8653	929	787	2923	629	769	0	1293	1253	260	104	156	619	52	364	508
"933"	"OTU960"	0	1086	0	768	1723	0	104	0	0	0	3097	2202	0	1416	11846	415	466	261	0	363	1867	1084	155	104	762
"934"	"OTU961"	15521	35698	27171	33158	25682	8363	7847	22180	11535	13289	11615	3618	7231	4562	1538	1659	1759	2348	415	9074	2022	929	567	2394	5844
"935"	"OTU962"	5122	15211	4145	11513	11745	2788	364	1101	4582	5872	774	315	769	0	308	0	103	0	156	104	1244	1704	0	104	889
"936"	"OTU963"	4346	17694	15044	8136	14720	26018	2183	11169	18172	11435	155	787	154	157	154	0	0	418	0	363	311	310	0	0	0
"937"	"OTU964"	0	0	307	0	0	0	208	0	0	309	155	0	308	0	0	0	0	0	0	0	0	0	0	0	0
"938"	"OTU965"	310	2794	0	1382	313	1084	104	472	0	309	0	315	0	0	0	0	0	0	0	0	311	155	0	0	254
"939"	"OTU966"	310	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"940"	"OTU967"	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
"941"	"OTU968"	3725	931	0	1689	3758	1239	364	1573	948	3091	7588	7865	462	5034	8000	622	1966	470	208	778	5911	10531	1392	5465	3303
"942"	"OTU969"	621	1397	0	2303	2192	310	0	0	0	773	310	0	0	629	615	0	155	157	156	0	0	155	0	0	0
"943"	"OTU970"	776	17384	9057	5987	5011	310	0	1730	790	1082	2633	157	0	0	154	0	0	0	0	0	0	0	0	0	0
"944"	"OTU971"	2328	8381	4145	7215	7830	4646	1611	6921	7585	12208	465	2360	769	157	769	259	0	992	0	1141	156	1239	670	1301	0
"945"	"OTU973"	2173	10244	3070	9671	4541	3252	1611	629	948	2009	10686	8652	8923	8966	13231	207	362	0	0	363	1244	1084	155	260	0
"946"	"OTU974"	17073	29024	22412	10132	20671	2013	4937	39955	2212	4636	774	2360	3077	472	2462	674	517	574	52	622	9333	9447	155	2394	14483
"947"	"OTU975"	1397	1397	1075	3684	3758	2478	2287	2517	3002	6026	4181	2202	154	1730	2462	311	466	157	0	363	3578	1549	155	260	3557
"948"	"OTU976"	0	155	154	0	0	929	260	1258	1264	1391	4491	3775	615	6135	5385	415	3570	418	0	519	10111	5885	1856	1874	6352
"949"	"OTU977"	2328	1707	2303	3377	1879	1239	0	315	0	927	155	157	0	472	308	0	0	0	0	0	0	0	0	0	0
"950"	"OTU978"	1086	310	921	3838	1096	4491	728	2517	1106	4481	929	157	0	2045	4462	363	362	0	0	104	2333	2323	52	729	3176
"951"	"OTU979"	466	466	307	1382	783	1549	260	944	0	1545	774	157	154	0	462	0	0	0	0	0	311	0	52	0	0
"952"	"OTU980"	776	14900	12895	4452	11119	3252	9302	14315	3792	9735	2013	944	462	472	0	311	362	470	571	985	0	310	206	364	0
"953"	"OTU981"	122461	157073	119276	154583	190425	5420	52	472	23386	60728	2013	1573	3231	315	0	933	2173	12891	779	3163	0	310	0	104	0
"954"	"OTU982"	2328	7295	1689	6754	3289	4956	1611	787	474	2163	17655	4719	2462	5506	9846	0	828	887	0	0	467	929	0	364	254
"955"	"OTU983"	466	6984	13969	9518	10492	40575	2754	10697	3318	6490	4646	787	923	7236	5846	3785	2742	1774	1557	9593	4356	11770	258	3904	8893
"956"	"OTU984"	5588	6208	1996	20724	16286	619	935	315	1106	1082	13783	6292	8769	25955	17077	674	1397	365	0	1504	1556	2323	309	1301	762
"957"	"OTU985"	9002	17384	17193	21031	23490	21836	6184	25011	14221	16225	38097	18719	4154	11798	23846	519	3363	887	0	2385	7156	5265	567	1509	6225
"958"	"OTU986"	2173	2639	768	3991	3602	155	104	1573	1106	927	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0
"959"	"OTU987"	155	5898	768	307	1723	0	0	315	0	618	2323	787	0	157	1846	0	103	0	0	104	311	0	0	0	0
"960"	"OTU988"	0	155	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0
"961"	"OTU989"	31973	25299	17654	56031	31790	113518	27231	154472	39977	94106	39027	22022	7077	46247	91385	4978	15728	3601	208	3837	164267	63805	7683	9316	34047
"962"	"OTU990"	1397	3259	0	768	4698	465	1299	2674	1264	7108	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"963"	"OTU991"	1552	2639	1535	2917	2192	1549	0	2517	1422	1854	1239	1258	615	157	4462	207	362	0	0	259	3422	929	103	0	1906
"964"	"OTU992"	2483	7916	921	6601	9709	1084	520	315	316	2318	619	1258	1231	2674	2923	52	259	52	156	259	311	0	0	156	254
"965"	"OTU993"	0	466	0	0	783	155	364	315	0	309	0	0	154	157	154	0	103	0	0	0	0	0	0	0	0
"966"	"OTU995"	1863	1086	307	768	940	0	0	157	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"967"	"OTU996"	931	2639	2149	3991	157	929	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"968"	"OTU997"	6053	54169	6447	21184	31790	1549	1299	4247	474	2163	11770	8494	1846	5663	6462	1296	4967	418	156	985	2644	1858	980	104	762
"969"	"OTU998"	0	155	0	0	1566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"970"	"OTU999"	18004	42838	17654	66776	38054	50951	7120	36337	12957	14680	17965	7865	3385	14787	26462	1556	4242	835	571	2541	13533	8673	1031	625	9655
"971"	"OTU1000"	1552	12727	921	3684	7204	929	1143	629	1106	2163	2013	2517	2154	157	1538	0	517	418	0	259	0	155	0	260	127
"972"	"OTU1001"	0	3104	2303	1996	1096	0	0	787	0	0	465	157	308	1258	923	52	0	0	0	0	0	0	0	0	0
"973"	"OTU1002"	3104	6984	3377	17039	9866	7124	5041	5506	2212	4945	9757	8180	2769	12112	42462	311	2483	365	52	1659	4200	3872	309	1405	1906
"974"	"OTU1003"	26541	32129	10899	37763	32103	5265	2442	1573	1422	7263	25398	16202	7538	20764	10615	104	1397	678	0	1504	2178	310	413	1197	1016
"975"	"OTU1004"	0	310	0	1075	626	310	416	315	790	1082	0	157	0	0	0	52	103	157	52	0	0	0	0	0	0
"976"	"OTU1005"	2173	7916	1075	1382	2975	0	0	0	0	309	155	157	0	157	0	0	0	0	0	0	0	0	0	0	0
"977"	"OTU1006"	1552	14279	4912	13202	8613	1084	104	2202	474	1391	19049	5506	2000	9124	6000	259	2587	1253	52	985	2489	1394	155	260	0
"978"	"OTU1007"	155	0	0	614	783	619	0	157	0	0	1704	787	0	2674	3846	1141	724	365	571	1919	24733	6504	155	1770	17151
"979"	"OTU1008"	310	155	0	768	1566	155	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"980"	"OTU1009"	931	1863	154	2303	3132	2013	208	2045	474	4172	310	157	0	1573	0	519	362	52	0	519	0	310	0	0	381
"981"	"OTU1010"	310	0	307	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"982"	"OTU1011"	310	1086	0	0	626	310	0	0	0	155	0	0	0	157	462	0	0	0	0	0	0	0	0	0	0
"983"	"OTU1012"	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"984"	"OTU1013"	466	2639	614	0	1566	929	208	472	158	155	465	787	0	315	1846	0	259	0	0	0	778	929	0	364	254
"985"	"OTU1014"	0	1086	0	0	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"986"	"OTU1015"	621	466	307	2610	1879	16106	4885	12427	11693	17925	58075	34921	6769	52539	59385	4459	21419	6524	363	24681	182156	48164	3867	3695	39637
"987"	"OTU1016"	310	1397	921	2610	1879	1394	416	1101	474	309	0	157	0	0	308	0	155	52	52	104	0	155	103	0	254
"988"	"OTU1017"	155	1863	0	614	940	465	260	0	0	0	619	0	308	315	462	0	466	0	0	0	0	0	0	104	0
"989"	"OTU1018"	0	621	0	0	0	0	0	0	0	309	310	315	0	1573	0	0	103	0	0	0	311	1084	0	156	0
"990"	"OTU1019"	621	5122	307	1996	7673	2323	883	2674	1422	4172	1549	1416	1692	1101	2769	52	0	261	0	0	467	465	155	0	762
"991"	"OTU1020"	1863	6364	3991	15965	6264	4646	1715	3146	1738	3709	3717	5034	1846	5663	7077	830	724	261	52	1244	2022	1549	877	989	1906
"992"	"OTU1021"	776	2639	154	768	1879	310	780	787	790	1545	8673	5034	1231	157	2769	0	0	0	0	0	0	0	0	0	0
"993"	"OTU1022"	1863	6829	768	2610	3132	929	624	1573	316	309	1704	787	1077	2517	3385	0	155	0	0	0	0	310	0	156	0
"994"	"OTU1023"	6208	12417	307	2763	18322	3252	4781	6764	7585	12826	5111	787	1385	1101	7692	363	517	0	0	778	778	619	155	1405	2160
"995"	"OTU1024"	1397	466	1075	307	1409	1704	364	2674	948	1854	5885	315	615	0	769	0	259	0	0	104	467	310	0	104	254
"996"	"OTU1025"	1397	7916	307	3377	4228	1084	883	157	948	1391	6040	4562	2462	6292	7385	104	2069	52	0	778	933	2013	206	729	889
"997"	"OTU1026"	5122	2639	1996	9671	6577	5730	1611	1888	316	1391	11925	5663	2615	5034	7385	104	259	0	0	0	1400	2788	206	625	635
"998"	"OTU1027"	1707	1397	1535	3224	783	310	0	629	158	309	2323	787	1231	1573	2000	363	466	0	0	104	311	310	103	104	127
"999"	"OTU1028"	2949	3570	307	3838	6421	2323	1039	3461	2686	7108	3252	5348	2000	472	21077	519	1707	52	0	1400	2333	2323	413	625	1270
"1000"	"OTU1029"	32749	31353	21338	105154	65302	144956	58463	97056	27968	84834	10841	6135	2923	8494	15231	5030	3363	2923	156	7778	80889	77279	4538	17904	44211
"1001"	"OTU1030"	3880	7916	4912	10592	7360	26173	8315	23596	4108	13444	10221	13843	3846	12112	18154	1970	1500	626	52	881	18978	11150	825	2602	11180
"1002"	"OTU1031"	1086	310	307	2149	1566	465	260	157	158	0	1549	944	615	787	0	0	103	0	0	0	311	310	0	0	0
"1003"	"OTU1032"	155	1242	307	1075	626	465	104	0	158	927	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0
"1004"	"OTU1033"	466	2639	3377	2610	5794	15022	2442	5348	17381	33377	9602	13528	10308	9910	25538	622	4967	887	52	4200	4978	4956	103	4632	12831
"1005"	"OTU1034"	9468	6984	3377	5066	5011	155	208	0	0	309	10221	5978	308	5663	4462	0	103	52	0	104	311	1084	0	0	0
"1006"	"OTU1035"	22506	20643	40526	88114	51365	23230	5509	37753	20226	29514	8982	12270	3538	14000	8000	2541	2380	1357	623	4563	16022	11305	2836	2915	5209
"1007"	"OTU1036"	466	466	614	154	1409	929	0	629	158	155	774	629	615	157	1385	0	155	0	0	0	311	310	0	0	0
"1008"	"OTU1037"	37406	30732	15504	128487	70000	117235	9562	17461	4424	40022	57456	31775	8615	45461	184462	2852	11020	2296	156	6793	18822	26637	464	6298	47005
"1009"	"OTU1038"	0	155	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	104	156	0	0	104	0
"1010"	"OTU1039"	1086	5588	6447	1382	2506	0	0	0	0	464	0	157	0	0	308	0	0	0	0	0	0	0	0	0	0
"1011"	"OTU1040"	0	155	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1012"	"OTU1041"	0	931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1013"	"OTU1042"	621	11641	2303	2763	7830	310	416	1888	158	464	4956	2517	2000	2674	4769	52	1190	574	0	259	467	310	52	104	381
"1014"	"OTU1043"	5277	11641	8750	9671	32886	155	260	315	4898	2936	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
"1015"	"OTU1044"	1086	621	1535	1382	940	155	52	157	0	309	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0
"1016"	"OTU1046"	5588	9002	768	5987	9239	3872	1767	3461	316	4636	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0
"1017"	"OTU1047"	50909	38492	15197	46206	56689	33761	7951	69371	24176	25497	10996	6921	4308	13056	26000	1659	5484	1983	156	3319	59111	20597	1134	2811	29982
"1018"	"OTU1048"	0	155	0	0	0	0	52	0	0	155	465	157	0	157	308	0	0	0	0	0	0	0	0	0	0
"1019"	"OTU1049"	15055	37561	16272	31009	35861	9602	1507	10539	12483	18389	3717	2674	2462	1258	5385	570	2639	365	882	1504	3889	3717	413	1874	2033
"1020"	"OTU1050"	4035	7605	1535	2303	3602	3562	624	1258	948	2472	39336	20449	7077	12742	23692	622	5795	992	156	1919	3733	1549	52	416	381
"1021"	"OTU1051"	24989	26386	33158	32851	33512	9757	1299	36966	16433	36932	11770	9596	5231	6921	4769	4044	2483	470	1090	3681	3889	17965	1134	6506	8004
"1022"	"OTU1052"	310	9468	768	921	2506	2788	728	629	948	1236	4027	5506	0	2989	3538	0	362	52	0	0	1400	2013	52	625	635
"1023"	"OTU1053"	0	3570	2149	4452	2819	0	780	0	1896	1391	2323	3146	462	6292	3692	0	103	52	0	0	1400	6195	103	729	0
"1024"	"OTU1054"	31818	67672	39298	67697	48702	56372	14291	64180	25914	67219	40730	28629	18769	36966	24923	9696	8847	3601	260	6896	60822	37478	3455	35184	28330
"1025"	"OTU1055"	95299	117029	67390	215066	162707	177323	53215	164854	46772	150662	323363	296831	73385	252315	394923	19963	79002	20301	1765	39407	643689	321040	29443	44813	231851
"1026"	"OTU1056"	310	1863	0	0	2975	155	624	2517	1106	4790	1549	157	615	787	4308	0	155	0	0	0	0	465	0	0	0
"1027"	"OTU1057"	155	155	0	154	0	0	0	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1028"	"OTU1058"	3570	11175	5680	7522	7204	3097	52	1730	474	1700	5265	2517	1231	2517	5692	52	103	0	0	259	0	1084	206	364	0
"1029"	"OTU1059"	1552	5277	921	0	2975	0	0	0	158	0	12080	22022	3385	1101	0	622	103	4175	415	4200	0	0	0	0	0
"1030"	"OTU1060"	466	1242	154	2610	157	619	364	787	474	464	774	0	615	472	462	0	103	209	156	104	933	0	0	0	1779
"1031"	"OTU1061"	776	4501	1382	1382	1723	310	52	629	0	773	1704	787	0	629	769	0	0	0	0	259	311	0	0	0	0
"1032"	"OTU1062"	0	0	154	0	0	0	0	0	0	0	0	0	0	472	154	0	155	0	0	0	0	0	0	0	0
"1033"	"OTU1063"	17384	36630	35154	68158	38837	70000	9770	57258	19752	56093	17345	14315	4000	12270	18154	1970	1397	418	260	2126	7933	6195	309	1405	10926
"1034"	"OTU1064"	0	0	0	0	783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1035"	"OTU1065"	6519	2483	5987	2610	6264	5111	2027	7079	7269	6026	5575	2517	1231	2045	1231	363	1035	209	415	1400	2333	619	0	885	1016
"1036"	"OTU1066"	3570	2483	3991	15965	2975	1704	208	1730	4108	4327	3097	787	1231	315	2000	207	155	0	0	622	1244	1084	0	156	762
"1037"	"OTU1067"	155	1707	0	768	626	155	364	629	158	155	2633	1416	2462	2360	6615	207	155	365	0	104	311	465	0	0	762
"1038"	"OTU1068"	0	9623	1689	2763	2819	310	104	0	0	0	1704	157	154	157	0	52	103	0	0	0	0	0	52	0	0
"1039"	"OTU1069"	5432	5588	4298	11053	2819	929	52	787	158	1854	4027	3461	615	1730	4462	104	362	0	0	0	311	1239	103	260	127
"1040"	"OTU1070"	2639	5122	3684	6447	4698	619	104	0	474	464	17035	10067	2769	7708	7231	0	517	992	0	778	156	155	0	260	1525
"1041"	"OTU1071"	2794	4656	1689	5526	3132	0	0	0	0	0	0	787	0	472	154	0	0	0	0	0	0	0	0	0	0
"1042"	"OTU1072"	0	0	154	154	0	0	364	0	0	0	4027	1573	154	2989	6154	1037	155	0	0	622	2022	1858	258	729	3176
"1043"	"OTU1073"	14124	14435	22719	48355	24116	3717	52	787	5688	10044	6814	9753	769	2674	8462	6119	6157	8924	1765	7052	1556	6040	258	7703	16134
"1044"	"OTU1074"	1552	5277	3070	8596	7987	6040	2027	2989	948	4327	5265	5820	615	7236	10615	104	1293	0	52	259	311	774	0	156	635
"1045"	"OTU1075"	169490	136430	109605	175768	204049	187389	28010	95483	54831	139382	52035	65438	48000	49865	60462	22970	9778	15970	3063	20637	76067	87500	10210	30344	74065
"1046"	"OTU1076"	16763	17228	5833	9211	17539	7588	780	4247	3634	12517	17655	17933	4000	9124	15538	519	1086	418	0	259	1711	2788	206	104	127
"1047"	"OTU1077"	28248	43304	45439	14430	54027	22765	1039	15101	38713	56865	87190	64337	32923	16831	82923	5859	15728	1722	882	41481	86956	45686	2372	19778	61615
"1048"	"OTU1078"	4812	8071	4759	10592	8300	6040	2858	7865	4582	4172	6040	2360	3077	6292	11077	259	1759	835	52	1244	8244	3407	258	1197	7368
"1049"	"OTU1079"	5432	11796	4605	10592	11275	22920	4625	24539	6637	18852	10221	5663	2000	10382	20154	1296	2949	1409	156	1919	16178	13473	206	4320	12196
"1050"	"OTU1080"	4501	12882	4298	9211	10022	8363	2079	5506	8217	8190	4491	3775	2462	3146	4769	1607	3880	574	1090	2904	1711	774	4538	4216	1779
"1051"	"OTU1081"	4656	4035	2917	16579	7830	2788	0	0	158	309	465	315	0	1573	2769	0	931	0	0	0	467	0	0	0	0
"1052"	"OTU1082"	2018	27938	13509	3991	28658	16106	2079	28315	30813	31060	4491	3146	4769	629	2308	622	1086	0	0	4096	311	619	0	104	635
"1053"	"OTU1083"	2949	4035	154	4912	5794	619	104	787	790	0	11150	3303	769	2831	2923	311	621	678	0	0	1711	619	0	104	635
"1054"	"OTU1084"	3570	6829	6294	11667	12841	10531	1299	4247	1422	1391	5111	4404	3692	5820	9385	2126	724	470	623	1244	5444	5265	1238	2290	4065
"1055"	"OTU1085"	17384	23437	6601	27325	18635	24314	5664	10382	10903	20706	31128	78809	10769	52539	81692	933	3673	1774	363	1244	2022	11305	155	520	508
"1056"	"OTU1086"	155	1397	1075	154	783	0	0	0	0	0	0	0	0	157	0	0	466	0	0	104	0	0	0	0	0
"1057"	"OTU1087"	310	466	1996	1075	3602	0	208	472	158	773	4956	3146	1692	5191	923	0	517	418	0	104	933	619	155	0	254
"1058"	"OTU1088"	9933	21729	15504	22566	24273	25398	2339	14315	11535	18389	26482	12112	5077	6764	18923	5496	5484	3027	675	6119	13222	18274	980	6402	22105
"1059"	"OTU1089"	931	3415	1996	1535	6577	465	52	157	948	464	2013	629	154	1573	0	0	0	52	0	0	0	155	0	0	127
"1060"	"OTU1090"	5277	7916	13355	3684	5638	18274	1507	26742	21648	19161	10066	8652	7231	2831	3231	2126	155	574	52	519	4667	13628	825	1093	20454
"1061"	"OTU1091"	0	0	0	0	0	155	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1062"	"OTU1092"	310	2639	0	1075	1409	310	208	0	0	773	3562	2517	2462	1258	2308	207	155	52	156	104	467	0	52	156	0
"1063"	"OTU1093"	466	4035	1996	3224	3132	7279	1351	1258	3634	4790	2788	787	615	2674	2923	259	517	261	208	1400	2800	619	103	364	127
"1064"	"OTU1094"	776	2794	154	154	2819	619	208	0	474	618	619	629	0	2045	154	0	103	0	0	363	0	0	0	104	0
"1065"	"OTU1095"	621	3415	154	1996	1879	4336	935	1258	1738	2163	30509	5663	2000	9753	8769	259	103	261	52	363	2644	1239	206	625	1525
"1066"	"OTU1096"	4967	3415	9057	10592	11588	133805	9042	99730	38081	30442	19358	9596	2000	16202	33077	1348	5174	992	156	3578	49778	27412	670	3383	26679
"1067"	"OTU1097"	0	310	0	0	0	0	52	0	0	155	1858	0	0	0	154	0	103	0	0	0	311	0	0	104	0
"1068"	"OTU1098"	25610	34457	20724	60943	44318	60243	20423	30360	20384	42804	34381	20292	8923	36809	38462	4770	8433	3862	831	6119	97533	32832	3661	8223	42051
"1069"	"OTU1099"	310	6208	0	614	157	310	0	0	0	0	155	315	0	472	0	0	0	0	0	0	0	0	0	104	0
"1070"	"OTU1100"	8071	7450	3531	19189	17383	1704	572	0	316	4172	2633	1416	308	3775	2923	0	0	52	0	0	467	0	0	104	254
"1071"	"OTU1101"	3415	15831	921	7522	17226	3097	728	4247	9323	17461	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0
"1072"	"OTU1102"	8692	931	0	1535	2506	3252	1195	1101	1738	5717	6814	5348	2769	3933	10615	0	362	209	0	778	778	1394	0	729	381
"1073"	"OTU1103"	0	2794	0	1075	626	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
