"OUT_Id"	"g411"	"g412"	"g413"	"g414"	"g415"	"g421"	"g422"	"g423"	"g424"	"g425"	"g431"	"g432"	"g433"	"g434"	"g435"	"g441"	"g442"	"g443"	"g444"	"g445"	"g451"	"g452"	"g453"	"g454"	"g455"	"superkingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"
"2147"	"OTU2203"	155	621	0	4912	783	1239	1143	5348	790	464	0	0	0	472	308	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Gemmata"	"Unassigned"
"2148"	"OTU2204"	0	155	0	154	783	619	0	0	0	464	1084	787	923	472	615	52	0	0	156	259	311	155	52	104	254	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Rubrobacterineae_bacterium_BR7-21"
"2149"	"OTU2205"	776	4191	768	1382	2975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp4"	NA	NA	"Gp4"	"Unassigned"
"2150"	"OTU2206"	776	466	614	2610	313	1394	0	0	0	1854	310	315	0	1101	462	0	0	0	0	0	0	0	0	0	127	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Terrimonas"	"Unassigned"
"2151"	"OTU2207"	0	931	154	1689	0	0	0	0	0	0	155	0	0	1101	1692	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"candidate_division_WPS-1"	NA	NA	NA	"WPS-1_genera_incertae_sedis"	"Unassigned"
"2152"	"OTU2208"	34612	35698	48969	71842	50582	48783	4001	28787	18804	40795	53274	28000	13231	34449	45692	5030	7191	2870	623	8556	26289	23075	2372	2498	14483	"Bacteria"	"Chloroflexi"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2153"	"OTU2209"	466	466	921	4912	1566	7124	2079	2989	1738	2009	2633	2831	154	5034	4615	0	155	209	0	519	3422	2323	103	104	1525	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Kofleriaceae"	"Kofleria"	"Unassigned"
"2154"	"OTU2210"	776	1397	154	768	313	0	0	157	158	0	310	0	0	315	923	52	0	0	0	0	0	0	0	0	0	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2155"	"OTU2211"	41441	24523	43289	30241	54183	12699	2079	30360	19278	17307	3097	1573	1077	1730	615	2074	724	0	208	3059	1400	2942	773	2498	127	"Bacteria"	"Chloroflexi"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2156"	"OTU2212"	3415	14279	5680	17500	14720	1084	208	2517	316	5099	14403	8337	1077	3933	10308	519	466	261	0	1141	467	0	0	885	0	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	NA	"Unassigned"
"2157"	"OTU2213"	3880	4191	5373	10592	5794	3097	728	2674	5530	5254	4491	9438	923	1101	462	1815	1397	626	0	1504	5911	5575	1753	2706	5209	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"Opitutales"	"Opitutaceae"	"Opitutus"	"Unassigned"
"2158"	"OTU2214"	931	155	0	154	626	619	0	944	3318	1391	0	157	0	315	0	0	155	0	0	0	311	465	0	0	127	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	"uncultured_eubacterium_WCHB1-84"
"2159"	"OTU2215"	466	621	0	1689	2506	0	0	0	0	1391	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Unassigned"	"Unassigned"	"Unassigned"
"2160"	"OTU2217"	310	4501	2917	307	3602	155	208	944	1264	927	2168	1573	154	2360	2154	363	155	52	0	104	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Polyangiaceae"	"Unassigned"	"Unassigned"
"2161"	"OTU2219"	931	4501	1075	6601	1879	619	104	0	158	0	2013	0	0	2674	2462	0	155	0	0	259	4511	2168	619	260	762	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp4"	NA	NA	"Gp4"	"Unassigned"
"2162"	"OTU2220"	310	931	0	1075	626	155	52	157	0	0	310	157	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"candidate_division_WPS-1"	NA	NA	NA	"WPS-1_genera_incertae_sedis"	"Unassigned"
"2163"	"OTU2221"	155	466	921	614	2506	2168	52	944	1738	5563	465	0	462	157	0	52	517	0	0	0	0	0	0	0	254	"Bacteria"	"Verrucomicrobia"	"Subdivision3"	NA	NA	"Subdivision3_genera_incertae_sedis"	"Unassigned"
"2164"	"OTU2222"	310	12106	154	2149	3602	619	364	157	1896	1236	465	472	308	629	154	52	0	0	0	0	0	0	0	104	0	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Unassigned"	"Unassigned"	"Unassigned"
"2165"	"OTU2223"	310	20022	45592	1075	29284	310	17253	72517	158	2163	3717	1416	1077	1730	6000	3733	13296	8820	4724	4304	1089	1704	5208	1093	635	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2166"	"OTU2224"	1707	6829	2303	2149	3289	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2167"	"OTU2225"	155	1397	154	1382	1409	310	260	157	0	618	0	157	0	0	308	0	0	0	0	0	311	0	0	0	0	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	NA	NA	NA	"uncultured_Burkholderiaceae_bacterium"
"2168"	"OTU2226"	155	0	0	0	0	155	0	0	0	0	0	157	0	0	0	0	0	0	0	104	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Unassigned"	"Unassigned"	"Unassigned"
"2169"	"OTU2227"	0	2483	0	0	626	0	1715	787	0	0	0	0	0	0	154	0	0	0	0	0	156	155	0	0	0	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Unassigned"	"Unassigned"
"2170"	"OTU2228"	9778	2639	7061	12434	4698	1704	364	3303	2212	4172	14867	3303	769	1730	7077	933	1397	52	0	881	3578	1549	0	104	1270	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	NA	"uncultured_Cytophaga_sp."
"2171"	"OTU2229"	931	1086	921	921	1723	465	208	6607	1422	1082	619	157	0	157	1385	0	0	52	0	104	467	155	0	0	635	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Cystobacteraceae"	"Unassigned"	"Unassigned"
"2172"	"OTU2230"	0	155	0	154	0	0	572	629	158	155	1549	787	1077	2989	3538	0	517	0	0	259	933	0	206	416	1525	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2173"	"OTU2231"	0	466	0	154	313	619	0	0	0	0	155	0	154	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2174"	"OTU2232"	0	310	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2175"	"OTU2233"	0	0	0	0	0	310	0	0	0	0	0	0	769	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Unassigned"
"2176"	"OTU2234"	310	155	154	0	1409	0	0	157	0	0	0	157	615	0	0	0	0	0	0	0	0	0	0	104	127	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Haliangiaceae"	"Haliangium"	"Unassigned"
"2177"	"OTU2235"	0	466	0	307	0	0	104	0	0	309	1084	472	308	472	769	0	362	0	0	0	156	310	0	0	0	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp3"	NA	NA	NA	"uncultured_Candidatus_Solibacter_sp."
"2178"	"OTU2236"	9157	12417	154	0	9396	310	0	0	2844	2936	155	157	154	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2179"	"OTU2237"	0	155	0	0	0	0	0	0	0	0	1239	0	0	157	0	0	0	0	0	0	156	155	0	0	0	"Bacteria"	"Armatimonadetes"	NA	NA	NA	"Armatimonadetes_gp4"	"Unassigned"
"2180"	"OTU2238"	310	3415	1075	3991	1566	0	0	0	0	0	310	157	154	787	308	0	103	0	0	0	311	310	0	0	508	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2181"	"OTU2239"	310	466	1382	2610	1096	1549	104	944	474	309	1239	629	615	1888	308	311	724	157	260	881	1711	2788	361	729	2287	"Bacteria"	"Bacteroidetes"	NA	NA	NA	NA	"Unassigned"
"2182"	"OTU2240"	0	155	154	0	626	0	0	0	0	155	155	0	0	157	0	0	0	52	0	0	0	0	0	104	381	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Unassigned"	"Unassigned"
"2183"	"OTU2241"	1242	0	154	1075	1879	0	0	0	0	0	774	0	0	629	154	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2184"	"OTU2242"	776	310	154	0	313	0	0	0	0	309	619	787	154	0	2000	0	103	52	0	0	311	774	0	104	0	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2185"	"OTU2243"	621	621	1996	9057	3132	4646	52	157	158	3400	1704	3775	1231	3933	12769	52	931	418	0	259	7000	2788	155	1509	4192	"Bacteria"	"Planctomycetes"	"Planctomycetia"	NA	NA	NA	"Unassigned"
"2186"	"OTU2244"	931	466	1535	1382	3132	2788	0	1101	948	1545	0	315	0	0	154	0	0	0	0	104	1089	0	0	0	254	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp6"	NA	NA	"Gp6"	"uncultured_archaeon"
"2187"	"OTU2245"	310	2018	2303	1075	2192	0	0	0	0	155	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Unassigned"	"Unassigned"
"2188"	"OTU2246"	776	466	614	1075	783	310	364	472	0	155	155	944	0	629	154	52	0	0	0	104	156	310	0	156	2287	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	NA	NA	"uncultured_planctomycete"
"2189"	"OTU2247"	310	6519	0	154	783	0	260	472	0	309	4027	1573	1538	1416	923	207	466	157	0	259	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Unassigned"	"Unassigned"
"2190"	"OTU2248"	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Armatimonadetes"	NA	NA	NA	"Armatimonadetes_gp4"	"Unassigned"
"2191"	"OTU2249"	0	0	154	307	626	1084	935	1258	316	1700	619	157	462	472	308	570	828	783	260	519	778	1549	155	729	1143	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Burkholderia"	"Unassigned"
"2192"	"OTU2250"	0	155	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	"Unassigned"
"2193"	"OTU2251"	1086	310	154	1382	2349	619	416	787	474	0	0	157	154	0	0	0	103	0	0	0	2956	310	413	833	381	"Bacteria"	"Firmicutes"	NA	NA	NA	NA	"uncultured_Geobacillus_sp."
"2194"	"OTU2252"	2794	6984	768	2917	13781	5265	12212	13371	474	2627	465	2045	769	472	2308	52	0	0	0	0	311	310	0	260	0	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp6"	NA	NA	"Gp6"	"uncultured_bacterium_259"
"2195"	"OTU2253"	776	2018	0	307	940	0	0	472	316	309	2168	2517	615	3618	0	52	2173	470	0	0	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Unassigned"	"Unassigned"	"Unassigned"
"2196"	"OTU2254"	1242	41907	2303	3224	12841	7743	883	157	3634	1082	6195	19978	308	6292	6000	0	103	52	0	519	0	619	1650	260	0	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Sphingomonas_phyllosphaerae"
"2197"	"OTU2255"	5277	3570	1689	2303	3289	155	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Unassigned"	"Unassigned"
"2198"	"OTU2256"	310	155	0	0	313	5420	2079	1888	158	1236	14867	4090	462	1573	5846	519	466	0	0	0	933	2168	155	729	1525	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_incertae_sedis"	NA	"Rhizomicrobium"	"Unassigned"
"2199"	"OTU2257"	3415	621	0	614	2975	619	208	1573	474	464	3097	2517	2000	1416	6615	363	466	209	0	259	6222	2633	619	1509	1270	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Paenibacillaceae_1"	"Paenibacillus"	"Unassigned"
"2200"	"OTU2258"	1086	310	154	0	940	7588	52	0	0	464	3872	787	615	4247	6615	415	931	0	0	0	311	774	0	364	1143	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Sinobacteraceae"	"Unassigned"	"Unassigned"
"2201"	"OTU2260"	0	1863	0	614	157	0	0	0	0	0	155	157	154	0	769	104	0	0	0	0	0	0	0	0	0	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Kallotenuales"	"Kallotenuaceae"	"Kallotenue"	"Unassigned"
"2202"	"OTU2261"	155	0	0	0	940	0	208	0	0	618	2323	1888	615	1416	3231	0	259	52	0	519	311	155	0	156	0	"Bacteria"	"Chloroflexi"	"Chloroflexia"	NA	NA	NA	"Unassigned"
"2203"	"OTU2262"	466	155	0	0	0	155	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_incertae_sedis"	NA	"Geminicoccus"	"uncultured_proteobacterium"
"2204"	"OTU2263"	4501	7450	4298	9518	2975	7124	728	2045	948	3245	7743	5663	615	2517	5846	52	724	261	0	104	156	929	0	260	0	"Bacteria"	"candidate_division_WPS-1"	NA	NA	NA	"WPS-1_genera_incertae_sedis"	"Unassigned"
"2205"	"OTU2264"	155	1863	307	1996	626	465	0	157	0	309	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Bacteroidetes"	NA	NA	NA	NA	"Unassigned"
"2206"	"OTU2265"	0	4035	0	307	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Chloroflexi"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2207"	"OTU2266"	1863	3415	2303	7675	3758	9912	2598	4876	5056	5408	8982	3775	1385	4876	8769	519	931	365	52	363	4200	2323	206	416	2033	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Unassigned"	"Unassigned"	"Unassigned"
"2208"	"OTU2267"	1086	1707	1996	6754	1096	9757	572	2989	790	4172	8518	3775	2308	3146	8462	570	1397	209	208	985	2022	8982	464	1770	3684	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Polyangiaceae"	NA	"uncultured_Pelobacter_sp."
"2209"	"OTU2268"	5743	16918	13969	27478	15034	46925	12472	13213	12957	37550	15642	12742	5538	9124	13846	6793	4242	5845	1038	7674	48222	20442	3970	10149	25662	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp6"	NA	NA	"Gp6"	"Unassigned"
"2210"	"OTU2269"	155	5588	2456	1689	3915	0	0	0	0	0	774	157	0	0	0	0	155	0	0	0	0	0	0	0	0	"Bacteria"	NA	NA	NA	NA	NA	"uncultured_candidate_division_TM7_bacterium"
"2211"	"OTU2270"	0	155	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	127	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	"Unassigned"
"2212"	"OTU2271"	1552	8692	4145	4452	5638	1084	208	315	158	2627	17345	7079	769	3461	15385	311	2742	574	0	363	622	1084	155	364	381	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2213"	"OTU2272"	1863	0	307	2610	1409	310	0	157	0	155	619	157	615	315	154	0	362	0	0	0	0	465	0	156	0	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2214"	"OTU2273"	0	155	614	3684	157	465	52	944	790	0	619	0	0	1258	154	0	0	0	0	0	0	310	155	0	635	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Sinobacteraceae"	"Unassigned"	"Unassigned"
"2215"	"OTU2274"	6208	22506	3070	11206	18322	5730	2598	157	1106	4327	6350	1416	2769	2360	11077	259	1035	261	0	0	622	465	0	0	0	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Rhodomicrobium"	"uncultured_bacterium"
"2216"	"OTU2275"	0	466	614	154	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	NA	NA	NA	NA	NA	"uncultured_eubacterium_WCHA1-37"
"2217"	"OTU2276"	466	1863	307	307	3758	465	364	1258	474	3245	465	157	462	0	1846	52	0	0	0	259	156	619	52	156	0	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_incertae_sedis"	NA	"Geminicoccus"	"uncultured_alpha_proteobacterium"
"2218"	"OTU2277"	155	1086	0	154	2506	0	52	157	0	773	0	0	0	0	0	0	0	0	0	0	311	0	103	0	0	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2219"	"OTU2278"	621	2483	921	2149	3132	2168	104	0	0	2627	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	"Bacteria"	"candidate_division_WPS-1"	NA	NA	NA	"WPS-1_genera_incertae_sedis"	"Unassigned"
"2220"	"OTU2279"	2173	0	307	0	783	0	0	0	0	0	5575	157	308	2989	9077	363	517	0	0	0	2333	1704	52	520	8512	"Bacteria"	"Chloroflexi"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2221"	"OTU2280"	1242	931	921	614	626	310	935	315	316	309	2633	3146	1385	3146	1538	207	0	0	0	0	311	0	0	104	127	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Rhodothermaceae"	"Rubrivirga"	"Unassigned"
"2222"	"OTU2281"	155	466	768	307	1723	1084	208	472	0	927	0	157	1231	315	0	0	155	157	0	0	0	0	0	0	0	"Bacteria"	"candidate_division_WPS-1"	NA	NA	NA	"WPS-1_genera_incertae_sedis"	"uncultured_Aquificae_bacterium"
"2223"	"OTU2282"	0	466	0	768	940	155	0	787	0	309	0	0	154	472	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Unassigned"	"Unassigned"
"2224"	"OTU2283"	2639	13193	5373	9211	12841	619	260	2202	158	1854	3872	2674	308	1730	3385	0	155	157	0	0	933	155	0	0	254	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiales_incertae_sedis"	"Xylophilus"	"uncultured_bacterium"
"2225"	"OTU2284"	0	0	307	921	783	0	0	0	0	1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	NA	NA	NA	NA	NA	"uncultured_candidate_division_TM6_bacterium"
"2226"	"OTU2285"	0	6829	1535	5680	7047	465	364	629	0	309	6350	2202	462	1888	2769	52	155	52	156	0	467	310	103	0	0	"Bacteria"	"Bacteroidetes"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2227"	"OTU2286"	0	466	307	1535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Rhodothermaceae"	"Rubrivirga"	"uncultured_Bacteroidetes_bacterium"
"2228"	"OTU2287"	0	310	0	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	NA	NA	NA	NA	NA	"uncultured_sludge_bacterium_A12b"
"2229"	"OTU2288"	776	2018	3377	4605	5168	465	0	157	316	464	465	0	0	157	308	0	0	52	0	0	778	0	0	0	508	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Unassigned"	"Unassigned"
"2230"	"OTU2289"	1086	5588	614	1382	1566	310	520	315	948	927	7279	4090	2923	7236	6308	52	621	209	0	104	778	155	103	260	381	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Unassigned"	"Unassigned"	"Unassigned"
"2231"	"OTU2290"	4812	4967	4759	8136	7047	3717	260	1730	2054	5717	2478	1573	1846	1573	2000	519	362	574	52	778	156	0	155	364	381	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiales"	"Unassigned"	"Unassigned"	"Unassigned"
"2232"	"OTU2291"	621	1863	0	0	1409	0	52	315	1264	155	0	157	0	0	0	0	0	0	0	622	0	0	52	416	0	"Bacteria"	"Armatimonadetes"	NA	NA	NA	"Armatimonadetes_gp4"	"Unassigned"
"2233"	"OTU2292"	155	310	0	1075	0	0	0	0	316	0	155	0	0	315	154	0	0	0	0	0	0	310	0	156	0	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Singulisphaera"	"Unassigned"
"2234"	"OTU2293"	2018	5743	3991	11513	3289	10376	1611	6607	3318	7726	15332	12742	4615	7865	8923	1348	3052	2505	52	2904	4667	2323	464	1405	6352	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2235"	"OTU2295"	1242	6519	154	3991	8300	11305	7223	27371	5847	5408	55442	43573	19538	33663	92154	6430	19298	4958	571	10111	128644	45066	4795	15979	82196	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Euzebyales"	"Euzebyaceae"	"Euzebya"	"uncultured_Nitriliruptor_sp."
"2236"	"OTU2296"	2328	466	154	1689	783	929	260	944	1738	2781	2013	3146	154	472	2154	0	259	157	0	0	0	465	52	0	0	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Rhodothermaceae"	"Rubrivirga"	"uncultured_Bacteroidetes_bacterium"
"2237"	"OTU2297"	0	1242	0	1075	1723	2168	1299	4247	0	4172	3562	1416	308	1258	5077	0	362	0	52	0	467	1239	155	104	508	"Bacteria"	"Chloroflexi"	"Thermomicrobia"	"Sphaerobacterales"	"Sphaerobacteraceae"	NA	"uncultured_Chloroflexi_bacterium"
"2238"	"OTU2298"	2328	1397	1075	2917	1566	619	4781	0	0	464	155	157	0	157	154	52	155	0	0	0	0	0	0	0	0	"Bacteria"	"Candidatus_Saccharibacteria"	NA	NA	NA	"Saccharibacteria_genera_incertae_sedis"	"Unassigned"
"2239"	"OTU2299"	310	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Unassigned"	"Unassigned"	"Unassigned"
"2240"	"OTU2300"	23747	50599	49737	8289	50738	7124	624	79596	26704	33687	2788	157	154	0	0	207	0	157	0	259	0	0	0	0	0	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Kofleriaceae"	"Kofleria"	"uncultured_Nannocystineae_bacterium"
"2241"	"OTU2301"	0	466	154	0	783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2242"	"OTU2302"	310	931	307	0	940	1704	1455	315	790	3400	7434	5663	923	157	5385	0	0	0	0	0	311	465	0	104	0	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	NA	"Ohtaekwangia"	"Unassigned"
"2243"	"OTU2303"	3415	10089	9825	6140	9709	3097	3742	12899	10903	8499	16881	11955	2154	13843	14154	3163	18108	2870	208	7415	35311	29889	4228	2811	15880	"Bacteria"	"Proteobacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2244"	"OTU2304"	0	621	307	154	0	0	0	0	0	0	155	0	0	157	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Unassigned"	"Unassigned"
"2245"	"OTU2305"	2949	6829	5987	4912	11745	1084	1455	2360	3002	5099	0	787	0	0	0	0	0	0	0	0	156	155	103	260	127	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micromonosporaceae"	"Rhizocola"	"uncultured_bacterium"
"2246"	"OTU2306"	1552	3104	3991	4452	3289	5111	1299	4404	1896	3554	2478	1416	1077	1730	2308	52	466	0	208	363	4044	1394	52	156	127	"Bacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2247"	"OTU2307"	0	155	0	0	313	0	208	472	474	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"2248"	"OTU2308"	1242	3880	921	5987	6264	1239	260	1258	0	1700	1084	0	1692	0	1692	104	155	52	0	104	0	155	0	0	254	"Bacteria"	"Candidatus_Saccharibacteria"	NA	NA	NA	"Saccharibacteria_genera_incertae_sedis"	"Unassigned"
"2249"	"OTU2309"	1086	7916	2917	1996	4385	2942	2858	3303	1896	4790	3717	2045	1231	787	4000	207	621	470	156	622	467	619	52	729	1143	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	"Unassigned"
"2250"	"OTU2310"	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Unassigned"	"Unassigned"	"Unassigned"
